A	'ə	ə
certs	s 'ɛ r s	s 'ɛ r t s
cera	s 'ɛ ɾ ə	s 'e ɾ ə
ceptre	s 'e p t ɾ ə	s 'ɛ p t ɾ ə
cegues	s 'e ɣ ə s	s 'ɛ ɣ ə s
capgròs	k ə b g ɾ 'ɔ s	k ə p ɣ ɾ 'ɔ s
brolla	b ɾ 'o ʎ ə	b ɾ 'ɔ ʎ ə
bots	b 'o t s	b 'ɔ t s
bosses	b 'o s ə s	b 'ɔ s ə s
borsa	b 'o r s ə	b 'ɔ r s ə
atzar	ə d z 'a r	ə d z 'a
atur	ə t 'u r	ə t 'u
anteriors	ə n t ə ɾ i 'o r s	ə n t ə ɾ i 'o s
ampolles	ə m p 'o ʎ ə s	ə m p 'ɔ ʎ ə s
aliens	ə l i 'ɛ n s	ə l i 'e n s
aimara	ə j m 'a ɾ ə	ə i m 'a ɾ ə
agafant-me	ə ɣ ə f 'a m m ə	ə ɣ ə f 'a n m ə
adonar-se'n	ə ð u n 'a r s ə n	ə ð u n ə r s 'ɛ n
accepto	ə k s 'e p t u	ə k s 'ɛ p t u
Web	b 'e p	s 'ɛ p
Torre	t 'o r ə	t 'ɔ r ə
Tornes	t 'o r n ə s	t 'ɔ r n ə s
Tenen	t 'e n ə n	t 'ɛ n ə n
Temps	t 'e m s	t 'ɛ m p s
Sabent	s ə β 'ɛ n	s ə β 'e n
Ricard	r i k 'a r t	r i k 'a r
Ribagorça	r i β ə ɣ 'o r s ə	r i β ə ɣ 'ɔ r s ə
Regne	r 'e g n ə	r 'ɛ g n ə
Popular	p u p u l 'a r	p u p u l 'a
Mig	m 'i t ʃ	m 'i tʃ
Me	m 'ə	m ə
Llei	ʎ 'e j	ʎ 'ɛ j
Hom	'ɔ m	u m
Formes	f 'o r m ə s	f 'ɔ r m ə s
Escolti'm	ə s k 'o l t i m	ə s k u l t 'i m
Escolta	ə s k 'o l t ə	ə s k 'ɔ l t ə
Entro	'e n t ɾ u	'ɛ n t ɾ u
Eivissa	ə j β 'i s ə	ə i β 'i s ə
Dones	d 'ɔ n ə s	d 'o n ə s
Dimecres	d i m 'e k ɾ ə s	d i m 'ɛ k ɾ ə s
Descarrega't	d ə s k ə r 'ɛ ɣ ə t	d ə s k ə r ə ɣ 'a t
Del	d 'ə l	d ə l
Corts	k 'o r s	k 'o r t s
Celoni	s ə l 'ɔ n i	s ə l 'o n i
Camps	k 'a m s	k 'a m p s
Belgrad	b ə l ɣ ɾ 'a t	b ə l ɣ ɾ 'a ð
Balears	b ə l e 'a r s	b ə l e 'a s
per	p 'ə r	p ə r
Hi	'i	i
De	d 'ə	d ə
xops	ʃ 'o p s	ʃ 'ɔ p s
vinguessis	b i ŋ g 'e s i s	b i ŋ g 'ɛ s i s
tornin	t 'o r n i n	t 'ɔ r n i n
titular	t i t u l 'a r	t i t u l 'a
tenda	t 'e n d ə	t 'ɛ n d ə
suficientment	s u f i s i ə m m 'e n	s u f i s i ə n m 'e n
sers	s 'e r s	s 'e s
s'esgoten	s ə z ɣ 'o t ə n	s ə z ɣ 'ɔ t ə n
rock	r 'ɔ k	r 'o k k
revolt	r ə β 'ɔ l	r ə β 'o l t
retorna	r ə t 'o r n ə	r ə t 'ɔ r n ə
resten	r 'e s t ə n	r 'ɛ s t ə n
resolt	r ə z 'ɔ l t	r ə z 'o l t
relacioni	r ə l ə s i 'ɔ n i	r ə l ə s i 'o n i
rebuig	r ə β 'u t ʃ	r ə β 'u tʃ
pors	p 'o s	p 'o r s
porc	p 'ɔ r k	p 'o r k
pop	p 'o p	p 'ɔ p
ponts	p 'ɔ n s	p 'o n s
plaers	p l ə 'ɛ s	p l ə 'e s
pegues	p 'e ɣ ə s	p 'ɛ ɣ ə s
ombra	'o m b ɾ ə	'ɔ m b ɾ ə
oi	'ɔ j	'o i
nèctar	n 'ɛ k t ə r	n 'ɛ k t ə
morro	m 'o r u	m 'ɔ r u
mor	m 'ɔ r	m 'o
molesta	m u l 'e s t ə	m u l 'ɛ s t ə
militars	m i l i t 'a r s	m i l i t 'a s
llet	ʎ 'e t	ʎ 'ɛ t
lleixes	ʎ 'e ʃ ə s	ʎ 'ɛ ʃ ə s
llars	ʎ 'a r s	ʎ 'a s
irrompre	i r 'o m p ɾ ə	i r 'ɔ m p ɾ ə
insistentment	i n s i s t ə m m 'e n	i n s i s t ə n m 'e n
honest	u n 'e s t	u n 'ɛ s t
hipnotitza	i b n u t 'i d z ə	i p n u t 'i d z ə
greix	g ɾ 'e ʃ	g ɾ 'ɛ ʃ
fonda	f 'o n d ə	f 'ɔ n d ə
fer-te	f 'e r t ə	f 'ɛ r t ə
fer-se'n	f 'e r s ə n	f ə r s 'ɛ n
feble	f 'e b b l ə	f 'ɛ b b l ə
espectacular	ə s p ə k t ə k u l 'a r	ə s p ə k t ə k u l 'a
entri	'e n t ɾ i	'ɛ n t ɾ i
entenguin	ə n t 'e ŋ g i n	ə n t 'ɛ ŋ g i n
ema	'e m ə	'ɛ m ə
do	d 'ɔ	d 'o
distendre	d i s t 'e n d ɾ ə	d i s t 'ɛ n d ɾ ə
descomptes	d ə s k 'o m t ə s	d ə s k 'ɔ m p t ə s
descompte	d ə s k 'o m t ə	d ə s k 'ɔ m p t ə
desamors	d ə z ə m 'o r s	d ə z ə m 'o s
decret	d ə k ɾ 'e t	d ə k ɾ 'ɛ t
corro	k 'o r u	k 'ɔ r u
copa	k 'o p ə	k 'ɔ p ə
concentren	k u n s 'e n t ɾ ə n	k u n s 'ɛ n t ɾ ə n
compres	k 'o m p ɾ ə s	k 'ɔ m p ɾ ə s
beix	b 'e ʃ	b 'ɛ ʃ
arruinats	ə r u j n 'a t s	ə r u i n 'a t s
apart	ə p 'a r t	ə p 'a r
amors	ə m 'o r s	ə m 'o s
afronta	ə f ɾ 'o n t ə	ə f ɾ 'ɔ n t ə
adonar-me'n	ə ð u n 'a r m ə n	ə ð u n ə r m 'ɛ n
accepten	ə k s 'e p t ə n	ə k s 'ɛ p t ə n
accepta	ə k s 'e p t ə	ə k s 'ɛ p t ə
absort	ə p s 'ɔ r t	ə p s 'o r t
Tota	t 'o t ə	t 'ɔ t ə
Sistema	s i s t 'e m ə	s i s t 'ɛ m ə
Setmana	s ə m m 'a n ə	s ə d m 'a n ə
Se'm	s 'ə m	s 'ɛ m
Ronda	r 'o n d ə	r 'ɔ n d ə
Queda	k 'e ð ə	k 'ɛ ð ə
Port	p 'ɔ r t	p 'o r t
Nord	n 'ɔ r t	n 'o r
Ginebra	ʒ i n 'e β ɾ ə	ʒ i n 'ɛ β ɾ ə
Fonts	f 'ɔ n s	f 'o n s
Error	ə r 'o r	ə r 'o
Engega	ə n ʒ 'e ɣ ə	ə n ʒ 'ɛ ɣ ə
Deixa	d 'e ʃ ə	d 'ɛ ʃ ə
Clos	k l 'ɔ s	k l 'o s
Arbre	'a β ɾ ə	'a ɾ β ɾ ə
que	k 'ə	k ə
Us	'u s	u s
Que	k 'ə	k ə
La	l 'ə	l ə
En	'ə n	ə n
xopa	ʃ 'o p ə	ʃ 'ɔ p ə
xop	ʃ 'o p	ʃ 'ɔ p
web	b 'e p	s 'ɛ p
vuitens	b u j t 'ɛ n s	b u j t 'e n s
vodka	b 'o t k ə	b 'ɔ ð k ə
virrei	b i r 'e j	b i r 'ɛ j
vingueren	b i ŋ g 'e ɾ ə n	b i ŋ g 'ɛ ɾ ə n
vetlli	b 'e ʎ ʎ i	b 'ɛ ʎ ʎ i
vetlles	b 'e ʎ ʎ ə s	b 'ɛ ʎ ʎ ə s
vespres	b 'e s p ɾ ə s	b 'ɛ s p ɾ ə s
verb	b 'ɛ r p	b 'ɛ r
vendre'ns	b 'ɛ n d ɾ ə n s	b ə n d ɾ 'ɛ n s
vendre'ls	b 'ɛ n d ɾ ə l s	b ə n d ɾ 'ɛ l s
valoren	b ə l 'o ɾ ə n	b ə l 'ɔ ɾ ə n
uniforme	u n i f 'o r m ə	u n i f 'ɔ r m ə
tsars	t s 'a r s	d z 'a s
tronxos	t ɾ 'o n ʃ u s	t ɾ 'ɔ n ʃ u s
trontolla	t ɾ u n t 'o ʎ ə	t ɾ u n t 'ɔ ʎ ə
tron	t ɾ 'ɔ n	t ɾ 'o n
tro	t ɾ 'ɔ	t ɾ 'o
tresors	t ɾ ə z 'ɔ r s	t ɾ ə z 'o s
trepig	t ɾ ə p 'i t ʃ	t ɾ ə p 'i k
trasplantessin	t ɾ ə s p l ə n t 'e s i n	t ɾ ə s p l ə n t 'ɛ s i n
transoceànic	t ɾ ə n z u s e 'a n i k	t ɾ ə n s u s e 'a n i k
transmetent-me	t ɾ ə n z m ə t 'e m m ə	t ɾ ə n z m ə t 'ɛ m m ə
transició	t ɾ ə n z i s i 'o	t ɾ ə n s i s i 'o
transcorre	t ɾ ə n s k 'o r ə	t ɾ ə n s k 'ɔ r ə
transcendència	t ɾ ə s ə n d 'ɛ n s i ə	t ɾ ə n s ə n d 'ɛ n s i ə
transcendentals	t ɾ ə s ə n d ə n t 'a l s	t ɾ ə n s ə n d ə n t 'a l s
tova	t 'o β ə	t 'ɔ β ə
totxo	t 'o t ʃ u	t 'ɔ t ʃ u
totes	t 'o t ə s	t 'ɔ t ə s
tot	t 'o t	t 'ɔ t
torre	t 'o r ə	t 'ɔ r ə
torneig	t u r n 'ɛ t ʃ	t u r n 'ɛ tʃ
torero	t u ɾ 'e ɾ u	t u ɾ 'ɛ ɾ u
topen	t 'o p ə n	t 'ɔ p ə n
tomba	t 'o m b ə	t 'ɔ m b ə
tirallongues	t i ɾ ə ʎ 'o ŋ g ə s	t i ɾ ə ʎ 'ɔ ŋ g ə s
tirallonga	t i ɾ ə ʎ 'o ŋ g ə	t i ɾ ə ʎ 'ɔ ŋ g ə
testos	t 'e s t u s	t 'ɛ s t u s
testa	t 'e s t ə	t 'ɛ s t ə
terraqüi	t ə r 'a k w i	t ə r 'a k i
tenor	t ə n 'o r	t ə n 'o
tempteig	t ə m t 'ɛ t ʃ	t ə m t 'ɛ tʃ
tecleig	t ə k l 'ɛ t ʃ	t ə k l 'ɛ tʃ
te'm	t 'ə m	t 'ɛ m
te'l	t 'ə l	t 'ɛ l
t'interessa	t i n t ə ɾ 'ɛ s ə	t i n t ə ɾ 'e s ə
t'enjoro	t ə ɲ 'o ɾ u	t ə ɲ 'ɔ ɾ u
successos	s u k s 'e s u s	s u k s 'ɛ s u s
subministressin	s u b m i n i s t ɾ 'e s i n	s u b m i n i s t ɾ 'ɛ s i n
sospesen	s u s p 'e z ə n	s u s p 'ɛ z ə n
sospesa	s u s p 'e z ə	s u s p 'ɛ z ə
sorna	s 'o r n ə	s 'ɔ r n ə
sopes	s 'o p ə s	s 'ɔ p ə s
sopen	s 'o p ə n	s 'ɔ p ə n
sopa	s 'o p ə	s 'ɔ p ə
sonors	s u n 'o r s	s u n 'o s
sonor	s u n 'o r	s u n 'o
silvestres	s i l β 'e s t ɾ ə s	s i l β 'ɛ s t ɾ ə s
serps	s 'e r p s	s 'ɛ r p s
serp	s 'e r p	s 'ɛ r p
serens	s ə ɾ 'ɛ n s	s ə ɾ 'e n s
ser-ho	s 'e ɾ u	s 'ɛ ɾ u
ser-hi	s 'e ɾ i	s 'ɛ ɾ i
sentis	s 'e n t i s	s 'ɛ n t i s
senten	s 'e n t ə n	s 'ɛ n t ə n
sempre	s 'e m p ɾ ə	s 'ɛ m p ɾ ə
semblessin	s ə m b l 'e s i n	s ə m b l 'ɛ s i n
seitons	s ə j t 'o n s	s ə i t 'o n s
satisfets	s ə t i s f 'e t s	s ə t i s f 'ɛ t s
satisfet	s ə t i s f 'e t	s ə t i s f 'ɛ t
sapiens	s ə p i 'ɛ n s	s ə p i 'e n s
sandvitx	s ə n d b 'i t ʃ	s ə n d b 'i tʃ
salpebra	s ə l p 'e β ɾ ə	s ə l p 'ɛ β ɾ ə
s'oposen	s u p 'o z ə n	s u p 'ɔ z ə n
s'interessa	s i n t ə ɾ 'ɛ s ə	s i n t ə ɾ 'e s ə
s'equivoquen	s ə k i β 'o k ə n	s ə k i β 'ɔ k ə n
s'empitjori	s ə m p i d ʒ 'o ɾ i	s ə m p i d ʒ 'ɔ ɾ i
s'amaguessin	s ə m ə ɣ 'e s i n	s ə m ə ɣ 'ɛ s i n
s'alimenten	s ə l i m 'e n t ə n	s ə l i m 'ɛ n t ə n
s'aixequen	s ə ʃ 'e k ə n	s ə ʃ 'ɛ k ə n
s'adonen	s ə ð 'o n ə n	s ə ð 'ɔ n ə n
rotonda	r u t 'o n d ə	r u t 'ɔ n d ə
rosses	r 'o s ə s	r 'ɔ s ə s
roses	r 'ɔ z ə s	r 'o z ə s
ronden	r 'o n d ə n	r 'ɔ n d ə n
ronca	r 'o ŋ k ə	r 'ɔ ŋ k ə
rigor	r i ɣ 'o r	r i ɣ 'o
revers	r ə β 'ɛ r s	r ə β 'e s
retrets	r ə t ɾ 'e t s	r ə t ɾ 'ɛ t s
retard	r ə t 'a r t	r ə t 'a r
responc	r ə s p 'ɔ ŋ	r ə s p 'o ŋ k
responc	r ə s p 'ɔ ŋ	r ə s p 'o ŋ k
respecto	r ə s p 'e k t u	r ə s p 'ɛ k t u
respectessin	r ə s p ə k t 'e s i n	r ə s p ə k t 'ɛ s i n
resoldre'ls	r ə z 'ɔ l d ɾ ə l s	r ə z u l d ɾ 'ɛ l s
resen	r 'e z ə n	r 'ɛ z ə n
reptes	r 'e p t ə s	r 'ɛ p t ə s
reproduint-la	r ə p ɾ u ð u 'i n l ə	r ə p ɾ u ð 'u i n l ə
repensar-nos-ho	r ə p ə n s 'a r n u z u	r ə p ə n s ə r n 'ɔ z u
renoven	r ə n 'o β ə n	r ə n 'ɔ β ə n
renecs	r ə n 'e k s	r ə n 'ɛ k s
rencontre	r ə ŋ k 'o n t ɾ ə	r ə ŋ k 'ɔ n t ɾ ə
regne	r 'e g n ə	r 'ɛ g n ə
regla	r 'e g g l ə	r 'ɛ ɣ l ə
redimensioni	r ə ð i m ə n s i 'ɔ n i	r ə ð i m ə n s i 'o n i
recorren	r ə k 'o r ə n	r ə k 'ɔ r ə n
records	r ə k 'ɔ r s	r ə k 'o r s
reconeixent-ne	r ə k u n ə ʃ 'e n n ə	r ə k u n ə ʃ 'ɛ n n ə
reconduir-lo	r ə k u n d u 'i r l u	r ə k u n d 'u i r l u
recolzo	r ə k 'o l z u	r ə k 'ɔ l z u
recolza	r ə k 'o l z ə	r ə k 'ɔ l z ə
receptes	r ə s 'e p t ə s	r ə s 'ɛ p t ə s
rec	r 'e k	r 'ɛ k
rebessin	r ə β 'e s i n	r ə β 'ɛ s i n
raigràs	r ə j ɣ ɾ 'a s	r ə i ɣ ɾ 'a s
quiosc	k i 'ɔ s k	k i 'o s k
quilowatt	k i l u β 'a t	k i l u β 'a t t
quieta	k i 'e t ə	k i 'ɛ t ə
quedin-se	k 'e ð i n s ə	k ə ð 'i n s ə
quedes	k 'e ð ə s	k 'ɛ ð ə s
promocionin	p ɾ u m u s i 'ɔ n i n	p ɾ u m u s i 'o n i n
prometre'm	p ɾ u m 'ɛ t ɾ ə m	p ɾ u m ə t ɾ 'ɛ m
problemàtics	p ɾ u β l ə m 'a t i k s	p ɾ u b b l ə m 'a t i k s
pretenguin	p ɾ ə t 'e ŋ g i n	p ɾ ə t 'ɛ ŋ g i n
pretendre	p ɾ ə t 'e n d ɾ ə	p ɾ ə t 'ɛ n d ɾ ə
prest	p ɾ 'e s t	p ɾ 'ɛ s t
preromàntics	p ɾ ə r u m 'a n t i k s	p ɾ ə ɾ u m 'a n t i k s
prerafaelites	p ɾ ə r ə f ə e l 'i t ə s	p ɾ ə ɾ ə f ə e l 'i t ə s
prengueren	p ɾ ə ŋ g 'e ɾ ə n	p ɾ ə ŋ g 'ɛ ɾ ə n
prenent-se	p ɾ ə n 'e n s ə	p ɾ ə n 'ɛ n s ə
premsa	p ɾ 'e m s ə	p ɾ 'ɛ m s ə
posicioni	p u z i s i 'ɔ n i	p u z i s i 'o n i
poses	p 'ɔ z ə s	p 'o z ə s
posar-nos-hi	p u z 'a r n u z i	p u z ə r n 'ɔ z i
porta-me-les	p 'ɔ r t ə m ə l ə s	p u r t ə m 'ɛ l ə s
porro	p 'o r u	p 'ɔ r u
poprock	p u p ɾ 'ɔ k	p u p ɾ 'o k k
pont	p 'ɔ n	p 'o n
podent	p u ð 'ɛ n	p u ð 'e n
plumero	p l u m 'e ɾ u	p l u m 'ɛ ɾ u
plors	p l 'ɔ s	p l 'o s
petitburgès	p ə t i d b u r ʒ 'ɛ s	p ə t i t b u r ʒ 'ɛ s
perpetren	p ə r p 'e t ɾ ə n	p ə r p 'ɛ t ɾ ə n
permetre'm	p ə r m 'ɛ t ɾ ə m	p ə r m ə t ɾ 'ɛ m
perfectes	p ə r f 'e k t ə s	p ə r f 'ɛ k t ə s
perfecta	p ə r f 'e k t ə	p ə r f 'ɛ k t ə
penjolls	p ə n ʒ 'ɔ ʎ s	p ə n ʒ 'o ʎ s
penjo	p 'e n ʒ u	p 'ɛ n ʒ u
penetren	p ə n 'e t ɾ ə n	p ə n 'ɛ t ɾ ə n
pega	p 'e ɣ ə	p 'ɛ ɣ ə
peculiar	p ə k u l i 'a r	p ə k u l i 'a
patrimoni	p ə t ɾ i m 'ɔ n i	p ə t ɾ i m 'o n i
parpelleig	p ə r p ə ʎ 'ɛ t ʃ	p ə r p ə ʎ 'ɛ tʃ
ovelles	u β 'ɛ ʎ ə s	u β 'e ʎ ə s
orienten	u ɾ i 'e n t ə n	u ɾ i 'ɛ n t ə n
orella	u ɾ 'ɛ ʎ ə	u ɾ 'e ʎ ə
operen	u p 'e ɾ ə n	u p 'ɛ ɾ ə n
oncle	'o ŋ k l ə	'ɔ ŋ k l ə
oloro	u l 'o ɾ u	u l 'ɔ ɾ u
ofendre's	u f 'ɛ n d ɾ ə s	u f ə n d ɾ 'ɛ s
oest	u 'e s t	u 'ɛ s t
nuclear	n u k l e 'a r	n u k l e 'a
netegessin	n ə t ə ʒ 'e s i n	n ə t ə ʒ 'ɛ s i n
nedes	n 'e ð ə s	n 'ɛ ð ə s
neden	n 'e ð ə n	n 'ɛ ð ə n
mosso	m 'o s u	m 'ɔ s u
mosca	m 'o s k ə	m 'ɔ s k ə
morses	m 'o r s ə s	m 'ɔ r s ə s
morros	m 'o r u s	m 'ɔ r u s
mora	m 'ɔ ɾ ə	m 'o ɾ ə
mon	m 'u n	m u n
moll	m 'ɔ ʎ	m 'o ʎ
molest	m u l 'e s t	m u l 'ɛ s t
millorin	m i ʎ 'o ɾ i n	m i ʎ 'ɔ ɾ i n
metros	m 'e t ɾ u s	m 'ɛ t ɾ u s
metgessa	m ə d ʒ 'ɛ s ə	m ə d ʒ 'e s ə
mengi	m 'e n ʒ i	m 'ɛ n ʒ i
marxessin	m ə r ʃ 'e s i n	m ə r ʃ 'ɛ s i n
manifesta	m ə n i f 'e s t ə	m ə n i f 'ɛ s t ə
maneig	m ə n 'ɛ t ʃ	m ə n 'ɛ tʃ
malsons	m ə l s 'ɔ n s	m ə l s 'o n s
ma	m 'ə	m ə
lluirà	ʎ u i ɾ 'a	ʎ u j ɾ 'a
lloses	ʎ 'ɔ z ə s	ʎ 'o z ə s
llesta	ʎ 'e s t ə	ʎ 'ɛ s t ə
llenja	ʎ 'e ɲ ə	ʎ 'ɛ ɲ ə
llengües	ʎ 'e ŋ g w ə s	ʎ 'ɛ ŋ g w ə s
llegendes	ʎ ə ʒ 'e n d ə s	ʎ ə ʒ 'ɛ n d ə s
lepra	l 'e p ɾ ə	l 'ɛ p ɾ ə
lamento	l ə m 'e n t u	l ə m 'ɛ n t u
labor	l ə β 'o r	l ə β 'o
l'interessa	l i n t ə ɾ 'ɛ s ə	l i n t ə ɾ 'e s ə
l'espurneig	l ə s p u r n 'ɛ t ʃ	l ə s p u r n 'ɛ tʃ
l'ascens	l ə s 'ɛ n s	l ə s 'e n s
l'Univers	l u n i β 'ɛ r s	l u n i β 'e s
l'Antoni	l ə n t 'ɔ n i	l ə n t 'o n i
jueva	ʒ u 'e β ə	ʒ u 'ɛ β ə
jonc	ʒ 'o ŋ	ʒ 'o n s
introduir-lo	i n t ɾ u ð u 'i r l u	i n t ɾ u ð 'u i r l u
interrompre	i n t ə r 'o m p ɾ ə	i n t ə r 'ɔ m p ɾ ə
insatisfets	i n s ə t i s f 'e t s	i n s ə t i s f 'ɛ t s
insatisfeta	i n s ə t i s f 'e t ə	i n s ə t i s f 'ɛ t ə
inquiets	i ŋ k i 'e t s	i ŋ k i 'ɛ t s
ingresses	i ŋ g ɾ 'e s ə s	i ŋ g ɾ 'ɛ s ə s
inconscientment	i ŋ k u n s i ə m m 'e n	i ŋ k u n s i ə n m 'e n
incerts	i n s 'ɛ r s	i n s 'ɛ r t s
import	i m p 'ɔ r t	i m p 'o r t
imperfecte	i m p ə r f 'e k t ə	i m p ə r f 'ɛ k t ə
ignoren	i g n 'o ɾ ə n	i g n 'ɔ ɾ ə n
idoni	i ð 'ɔ n i	i ð 'o n i
híbrid	'i β ɾ i t	'i β ɾ i ð
horts	'ɔ r s	ə r t s
hora	'ɔ ɾ ə	ə 'o ɾ ə
honor	u n 'o r	u n 'o
haguessis	ə ɣ 'e s i s	ə ɣ 'ɛ s i s
haguessin	ə ɣ 'e s i n	ə ɣ 'ɛ s i n
guspires	g u s p 'i ɾ ə s	g s p 'i ɾ ə s
guspira	g u s p 'i ɾ ə	g s p 'i ɾ ə
guard	g w 'a r t	g w 'a r
greixos	g ɾ 'e ʃ u s	g ɾ 'ɛ ʃ u s
golfo	g 'o l f u	g 'ɔ l f u
gestos	ʒ 'e s t u s	ʒ 'ɛ s t u s
gesta	ʒ 'e s t ə	ʒ 'ɛ s t ə
generen	ʒ ə n 'e ɾ ə n	ʒ ə n 'ɛ ɾ ə n
gemecs	ʒ ə m 'e k s	ʒ ə m 'ɛ k s
gemec	ʒ ə m 'e k	ʒ ə m 'ɛ k
gairell	g ə j ɾ 'e ʎ	g ə i ɾ 'e ʎ
fèmur	f 'ɛ m u r	f 'ɛ m u
fuig	f 'u t ʃ	f 'u tʃ
frens	f ɾ 'ɛ n s	f ɾ 'e n s
frankfurt	f ɾ ə ŋ k f 'u r t	f ɾ ə ŋ f 'u r t
fots	f 'o t s	f 'ɔ t s
fotre-li	f 'o t ɾ ə l i	f u t ɾ 'ɛ l i
fot	f 'o t	f 'ɔ t
formi	f 'o r m i	f 'ɔ r m i
foques	f 'o k ə s	f 'ɔ k ə s
fletxes	f l 'e t ʃ ə s	f l 'ɛ t ʃ ə s
fletxa	f l 'e t ʃ ə	f l 'ɛ t ʃ ə
fixi's	f 'i k s i s	f i k s 'i s
fiquessin	f i k 'e s i n	f i k 'ɛ s i n
finestra	f i n 'e s t ɾ ə	f i n 'ɛ s t ɾ ə
fer-lo	f 'e r l u	f 'ɛ r l u
fer-hi	f 'e ɾ i	f 'ɛ ɾ i
fent-se	f 'e n s ə	f 'ɛ n s ə
fent-lo	f 'e n l u	f 'ɛ n l u
fen	f 'e n	f 'ɛ n
feldspat	f ə l t s p 'a t	f ə l s p 'a t
feixos	f 'e ʃ u s	f 'ɛ ʃ u s
favor	f ə β 'o r	f ə β 'o
fantasiós	f ə n t ə z i 'o s	f ə n t ə s i 'o s
fantasies	f ə n t ə z 'i ə s	f ə n t ə s 'i ə s
familiar	f ə m i l i 'a r	f ə m i l i 'a
extret	ə k s t ɾ 'e t	ə k s t ɾ 'ɛ t
extrems	ə k s t ɾ 'e m s	ə k s t ɾ 'ɛ m s
exteriors	ə k s t ə ɾ i 'o r s	ə k s t ə ɾ i 'o s
extens	ə k s t 'ɛ n s	ə k s t 'e n s
expliquessin	ə k s p l i k 'e s i n	ə k s p l i k 'ɛ s i n
exjugador	ə g ʒ u ɣ ə ð 'o	ə g z ʒ u ɣ ə ð 'o
exemples	ə g z 'e m p l ə s	ə g z 'ɛ m p l ə s
exemplars	ə g z ə m p l 'a r s	ə g z ə m p l 'a s
exemplar	ə g z ə m p l 'a r	ə g z ə m p l 'a
evolucioni	ə β u l u s i 'ɔ n i	ə β u l u s i 'o n i
estudiïn	ə s t u ð 'i i n	ə s t u ð i 'i n
estrenjent-me	ə s t ɾ ə ɲ 'e m m ə	ə s t ɾ ə ɲ 'ɛ m m ə
esquists	ə s k 'i s t s	ə s k 'i s s
esport	ə s p 'ɔ r t	ə s p 'o r t
espessa	ə s p 'ɛ s ə	ə s p 'e s ə
espero	ə s p 'e ɾ u	ə s p 'ɛ ɾ u
esperessis	ə s p ə ɾ 'e s i s	ə s p ə ɾ 'ɛ s i s
esperessin	ə s p ə ɾ 'e s i n	ə s p ə ɾ 'ɛ s i n
esmicola	ə z m i k 'o l ə	ə z m i k 'ɔ l ə
esment	ə z m 'e n	e z m 'e n
esgrogueint-se	ə z ɣ ɾ u ɣ ə 'i n s ə	ə z ɣ ɾ u ɣ 'ɛ j n s ə
esfinx	ə s f 'i n ʃ	ə s f 'i n
escombra	ə s k 'o m b ɾ ə	ə s k 'ɔ m b ɾ ə
escolto	ə s k 'o l t u	ə s k 'ɔ l t u
escolti'm	ə s k 'o l t i m	ə s k u l t 'i m
escolti	ə s k 'o l t i	ə s k 'ɔ l t i
escoltes	ə s k 'o l t ə s	ə s k 'ɔ l t ə s
enviïn	ə m b 'i i n	ə m b i 'i n
envers	ə m b 'ɛ r s	ə m b 'e s
enuig	ə n 'u t ʃ	ə n 'u tʃ
enter	ə n t 'e r	ə n t 'e
entendre'n	ə n t 'e n d ɾ ə n	ə n t ə n d ɾ 'ɛ n
engego	ə n ʒ 'e ɣ u	ə n ʒ 'ɛ ɣ u
engega	ə n ʒ 'e ɣ ə	ə n ʒ 'ɛ ɣ ə
endreço	ə n d ɾ 'e s u	ə n d ɾ 'ɛ s u
empentes	ə m p 'ɛ n t ə s	ə m p 'e n t ə s
empenta	ə m p 'ɛ n t ə	ə m p 'e n t ə
elabori	ə l ə β 'o ɾ i	ə l ə β 'ɔ ɾ i
eixos	'e ʃ u s	'ɛ ʃ u s
eivissencs	ə j β i s 'ɛ ŋ s	ə i β i s 'ɛ ŋ s
duo	d 'u o	d 'u u
dorm	d 'ɔ r m	d 'o r m
doni'm	d 'o n i m	d u n 'i m
donessin	d u n 'e s i n	d u n 'ɛ s i n
dobla	d 'o b b l ə	d 'ɔ b b l ə
dissoldre's	d i s 'ɔ l d ɾ ə s	d i s u l d ɾ 'ɛ s
disposo	d i s p 'o z u	d i s p 'ɔ z u
disfressa	d i s f ɾ 'ɛ s ə	d i s f ɾ 'e s ə
discretes	d i s k ɾ 'e t ə s	d i s k ɾ 'ɛ t ə s
discrepo	d i s k ɾ 'e p u	d i s k ɾ 'ɛ p u
discrepi	d i s k ɾ 'e p i	d i s k ɾ 'ɛ p i
dirigeixi's	d i ɾ i ʒ 'ɛ ʃ i s	d i ɾ i ʒ ə ʃ 'i s
digueren	d i ɣ 'e ɾ ə n	d i ɣ 'ɛ ɾ ə n
dient-se	d i 'e n s ə	d i 'ɛ n s ə
detesto	d ə t 'e s t u	d ə t 'ɛ s t u
detecta	d ə t 'e k t ə	d ə t 'ɛ k t ə
destorb	d ə s t 'o r p	d ə s t 'o ɾ
desigs	d ə z 'i t ʃ s	d ə z 'i k s
desfer-li	d ə s f 'e r l i	d ə s f 'ɛ r l i
desesper	d ə z ə s p 'e r	d ə z ə s p 'e
desemboca	d ə z ə m b 'o k ə	d ə z ə m b 'ɔ k ə
desamor	d ə z ə m 'o r	d ə z ə m 'o
desacord	d ə z ə k 'ɔ r t	d ə z ə k 'o r t
demanar-nos-ho	d ə m ə n 'a r n u z u	d ə m ə n ə r n 'ɔ z u
deixis	d 'e ʃ i s	d 'ɛ ʃ i s
