A	'ə	 ə 
rota	r 'o t ə	 r 'ɔ t ə 
rotaboc	r u t ə β 'o k	 r u t ə β 'ɔ k 
roti	r 'o t i	 r 'ɔ t i 
rotonda	r u t 'o n d ə	 r u t 'ɔ n d ə 
rotund	r u t 'u n	 r u t 'u n d 
rou	r 'o w	 r 'o 
roure	r 'o w ɾ ə	 r 'ɔ w ɾ ə 
rovell	r u β 'ɛ ʎ	 r u β 'e ʎ 
rubor	r u β 'o r	 r u β 'o 
ruixada	r u ʃ 'a ð ə	 r u i ʃ 'a ð ə 
ruixades	r u ʃ 'a ð ə s	 r u i ʃ 'a ð ə s 
ruixar	r u ʃ 'a	 r u i ʃ 'a 
ruixat	r u ʃ 'a t	 r u i ʃ 'a t 
ruixats	r u ʃ 'a t s	 r u i ʃ 'a t s 
rumb	r 'u m	 r 'u m b 
rumor	r u m 'o r	 r u m 'o 
sa	s 'ə	 s ə 
sabadellenc	s ə β ə ð ə ʎ 'ɛ ŋ	 s ə β ə ð ə ʎ 'ɛ n s 
saber	s ə β 'ɛ	 s ə β 'e 
sabor	s ə β 'o r	 s ə β 'o 
sacseig	s ə k s 'ɛ t ʃ	 s ə k s 'ɛ ʃ 
safareig	s ə f ə ɾ 'ɛ t ʃ	 s ə f ə ɾ 'ɛ ʃ 
saguaro	s ə ɣ w 'a ɾ u	 s ə ɣ u 'a ɾ u 
saig	s 'a t ʃ	 s ə 'i ə 
sainet	s ə j n 'ɛ t	 s ə i n 'ɛ t 
salt	s 'a l	 s 'a l t 
Salt	s 'a l	 s 'a l t 
salvadorenc	s ə l β ə ð u ɾ 'ɛ ŋ	 s ə l β ə ð u ɾ 'ɛ n s 
sancionin	s ə n s i 'ɔ n i n	 s ə n s i 'o n i n 
saqueig	s ə k 'ɛ t ʃ	 s ə k 'ɛ ʃ 
sard	s 'a r	 s 'a r t 
sastressa	s ə s t ɾ 'ɛ s ə	 s ə s t ɾ 'e s ə 
satisfet	s ə t i s f 'e t	 s ə t i s f 'ɛ t 
satisfeta	s ə t i s f 'e t ə	 s ə t i s f 'ɛ t ə 
satisfetes	s ə t i s f 'e t ə s	 s ə t i s f 'ɛ t ə s 
satisfets	s ə t i s f 'e t s	 s ə t i s f 'ɛ t s 
sauna	s 'a w n ə	 s ə 'u n ə 
saxofon	s ə k s u f 'ɔ n	 s ə k s u f 'o n 
secret	s ə k ɾ 'e t	 s ə k ɾ 'ɛ t 
secreta	s ə k ɾ 'e t ə	 s ə k ɾ 'ɛ t ə 
secretes	s ə k ɾ 'e t ə s	 s ə k ɾ 'ɛ t ə s 
secrets	s ə k ɾ 'e t s	 s ə k ɾ 'ɛ t s 
secular	s ə k u l 'a r	 s ə k u l 'a 
sedenc	s ə ð 'ɛ ŋ	 s ə ð 'ɛ n s 
sega	s 'e ɣ ə	 s 'ɛ ɣ ə 
segarrenc	s ə ɣ ə r 'ɛ ŋ	 s ə ɣ ə r 'ɛ ŋ k 
segrest	s ə ɣ ɾ 'e s t	 s ə ɣ ɾ 'ɛ s t 
segrianenc	s ə ɣ ɾ i ə n 'ɛ ŋ	 s ə ɣ ɾ i ə n 'ɛ n s 
seguici	s ə ɣ 'i s i	 s ə ɣ u 'i s i 
segurs	s ə ɣ 'u s	 s ə ɣ 'u r s 
seient	s ə j 'e n	 s ə i 'e n 
seitó	s ə j t 'o	 s ə i t 'o 
semblantment	s ə m b l ə m m 'e n	 s ə m b l ə n ə m 'e n 
sembra	s 'e m b ɾ ə	 s 'ɛ m b ɾ ə 
sembren	s 'e m b ɾ ə n	 s 'ɛ m b ɾ ə n 
seminoma	s ə m i n 'ɔ m ə	 s ə m i n 'o m ə 
seminomes	s ə m i n 'ɔ m ə s	 s ə m i n 'o m ə s 
sempre	s 'e m p ɾ ə	 s 'ɛ m p ɾ ə 
sencer	s ə n s 'ɛ	 s ə n s 'e 
senda	s 'e n d ə	 s 'ɛ n d ə 
sénia	s 'e n i ə	 s ə n 'i ə 
sènior	s 'ɛ n i u r	 s ə n i 'o 
sense	s 'e n s ə	 s 'ɛ n s ə 
senten	s 'e n t ə n	 s 'ɛ n t ə n 
senti	s 'e n t i	 s 'ɛ n t i 
sentin	s 'e n t i n	 s 'ɛ n t i n 
sentis	s 'e n t i s	 s 'ɛ n t i s 
sento	s 'e n t u	 s 'ɛ n t u 
serp	s 'e r p	 s 'ɛ r p 
serreig	s ə r 'ɛ t ʃ	 s ə r 'ɛ ʃ 
sers	s 'e r s	 s 'e s 
setembre	s ə t 'e m b ɾ ə	 s ə t 'ɛ m b ɾ ə 
setge	s 'e d ʒ ə	 s 'ɛ d ʒ ə 
setges	s 'e d ʒ ə s	 s 'ɛ d ʒ ə s 
seu	s 'e w	 s 'ɛ w 
seus	s 'e w s	 s 'ɛ w s 
seva	s 'e β ə	 s 'ɛ β ə 
sever	s ə β 'e r	 s ə β 'e 
Sever	s ə β 'e r	 s ə β 'e 
seves	s 'e β ə s	 s 'ɛ β ə s 
si	s 'i	 s i 
siboc	s i β 'o k	 s i β 'ɔ k 
similar	s i m i l 'a r	 s i m i l 'a 
síndria	s 'i n d ɾ i ə	 s i n d ɾ 'i ə 
síndrome	s 'i n d ɾ u m ə	 s i n d ɾ 'ɔ m ə 
sisè	s i z 'ɛ	 s i s 'ɛ 
sistema	s i s t 'e m ə	 s i s t 'ɛ m ə 
sobre	s 'o β ɾ ə	 s 'ɔ β ɾ ə 
sobretot	s u β ɾ ə t 'o t	 s u β ɾ ə t 'ɔ t 
sobta	s 'o p t ə	 s 'ɔ b t ə 
sobtis	s 'ɔ p t i s	 s 'ɔ b t i s 
socórrer	s u k 'o r ə	 s u k u r 'e 
soferts	s u f 'ɛ r s	 s u f 'ɛ r t s 
sofre	s 'o f ɾ ə	 s 'ɔ f ɾ ə 
sofrença	s u f ɾ 'ɛ n s ə	 s u f ɾ 'e n s ə 
solar	s u l 'a r	 s u l 'a 
solc	s 'ɔ l k	 s 'o l k 
solell	s u l 'ɛ ʎ	 s u l 'e ʎ 
solquen	s 'o l k ə n	 s 'ɔ l k ə n 
solraig	s u l r 'a t ʃ	 s u l r ə 'i ə 
solsonenc	s u l s u n 'ɛ ŋ	 s u l s u n 'ɛ n s 
son	s 'ɔ n	 s 'o n 
sona	s 'ɔ n ə	 s 'o n ə 
sonda	s 'o n d ə	 s 'ɔ n d ə 
sondeig	s u n d 'ɛ t ʃ	 s u n d 'ɛ ʃ 
sondes	s 'o n d ə s	 s 'ɔ n d ə s 
sones	s 'ɔ n ə s	 s 'o n ə s 
soni	s 'ɔ n i	 s 'o n i 
sonin	s 'ɔ n i n	 s 'o n i n 
sonis	s 'ɔ n i s	 s 'o n i s 
sonor	s u n 'o r	 s u n 'o 
sons	s 'ɔ n s	 s 'o n s 
sopa	s 'o p ə	 s 'ɔ p ə 
sopen	s 'o p ə n	 s 'ɔ p ə n 
sopes	s 'o p ə s	 s 'ɔ p ə s 
sopluig	s u p l 'u t ʃ	 s u p l 'u ʃ 
sopor	s u p 'o r	 s u p 'o 
sorna	s 'o r n ə	 s 'ɔ r n ə 
sorprenentment	s u r p ɾ ə n ə m m 'e n	 s u r p ɾ ə n ə n ə m 'e n 
sorrenc	s u r 'ɛ ŋ	 s u r 'ɛ ŋ k 
sort	s 'ɔ r t	 s 'o r t 
sorteig	s u r t 'ɛ t ʃ	 s u r t 'ɛ ʃ 
sortenc	s u r t 'ɛ ŋ	 s u r t 'ɛ n s 
sospir	s u s p 'i r	 s u s p 'i 
sota	s 'o t ə	 s 'ɔ t ə 
sotragueig	s u t ɾ ə ɣ 'ɛ t ʃ	 s u t ɾ ə ɣ u 'ɛ ʃ 
sous	s 'ɔ w s	 s 'o w s 
subaltern	s u p ə l t 'ɛ r n	 s u β ə l t 'ɛ r n 
subalterna	s u p ə l t 'ɛ r n ə	 s u β ə l t 'ɛ r n ə 
subalternes	s u p ə l t 'ɛ r n ə s	 s u β ə l t 'ɛ r n ə s 
subaquàtic	s u p ə k w 'a t i k	 s u β ə k w 'a t i k 
subhasta	s u β 'a s t ə	 s u β u 'a s t ə 
subjecte	s u b ʒ 'e k t ə	 s u b ʒ 'ɛ k t ə 
sublim	s u β l 'i m	 s u p l 'i m 
subratllades	s u β ɾ ə ʎ ʎ 'a ð ə s	 s u β ɾ ə t ə l 'a ð ə s 
subratllar	s u b r ə ʎ ʎ 'a	 s u β ɾ ə ʎ ʎ 'a 
subrogar	s u b r u ɣ 'a	 s u β ɾ u ɣ 'a 
subsaharià	s u p s ə ə ɾ i 'a	 s u p s ə β ə ɾ i 'a 
sud	s 'u t	 s 'u d 
suficientment	s u f i s i ə m m 'e n	 s u f i s i ə n ə m 'e n 
sulfur	s u l f 'u r	 s u l f 'u 
superior	s u p ə ɾ i 'o r	 s u p ə ɾ i 'o 
supero	s u p 'e ɾ u	 s u p 'ɛ ɾ u 
suport	s u p 'ɔ r t	 s u p 'o r t 
suprem	s u p ɾ 'e m	 s u p ɾ 'ɛ m 
surenc	s u ɾ 'ɛ ŋ	 s u ɾ 'ɛ n s 
tabard	t ə β 'a r	 t ə β 'a r t 
tafur	t ə f 'u r	 t ə f 'u 
Tailàndia	t ə j l 'a n d i ə	 t ə i l 'a n d i ə 
tanc	t 'a ŋ	 t 'a ŋ k 
tanmateix	t ə m m ə t 'e ʃ	 t ə n m ə t 'e ʃ 
tard	t 'a r t	 t 'a r 
tàrtar	t 'a r t ə r	 t ə r t 'a 
Tàrtar	t 'a r t ə r	 t ə r t 'a 
te	t 'ə	 t ə 
teatre	t e 'a t ɾ ə	 ə e 'a t ɾ ə 
tecla	t 'e k l ə	 t 'ɛ k l ə 
tecles	t 'e k l ə s	 t 'ɛ k l ə s 
telèfons	t ə l 'ɛ f u n s	 t ə l ə f 'o n s 
tem	t 'e m	 t 'ɛ m 
tema	t 'e m ə	 t 'ɛ m ə 
temen	t 'e m ə n	 t 'ɛ m ə n 
témer	t 'e m ə	 t ə m 'e 
temes	t 'e m ə s	 t 'ɛ m ə s 
temo	t 'e m u	 t 'ɛ m u 
temor	t ə m 'o r	 t ə m 'o 
tempesta	t ə m p 'e s t ə	 t ə m p 'ɛ s t ə 
templa	t 'e m p l ə	 t 'ɛ m p l ə 
temple	t 'e m p l ə	 t 'ɛ m p l ə 
temples	t 'e m p l ə s	 t 'ɛ m p l ə s 
temps	t 'e m s	 t 'ɛ m p s 
tempteig	t ə m t 'ɛ t ʃ	 t ə m p t 'ɛ ʃ 
tenc	t 'ɛ ŋ	 t 'ɛ n s 
tenda	t 'e n d ə	 t 'ɛ n d ə 
tendencioses	t ə n d ə n s i 'o z ə s	 t ə n d ə n s i 'o s ə s 
tendes	t 'e n d ə s	 t 'ɛ n d ə s 
tenebra	t ə n 'e β ɾ ə	 t ə n 'ɛ β ɾ ə 
tenebres	t ə n 'e β ɾ ə s	 t ə n 'ɛ β ɾ ə s 
tenen	t 'e n ə n	 t 'ɛ n ə n 
tenor	t ə n 'o r	 t ə n 'o 
téntol	t 'e n t u l	 t ə n t 'ɔ l 
Ter	t 'e r	 t 'e 
terme	t 'e r m ə	 t 'ɛ r m ə 
termes	t 'e r m ə s	 t 'ɛ r m ə s 
terrassenc	t ə r ə s 'ɛ ŋ	 t ə r ə s 'ɛ n s 
terrestre	t ə r 'e s t ɾ ə	 t ə r 'ɛ s t ɾ ə 
terrestres	t ə r 'e s t ɾ ə s	 t ə r 'ɛ s t ɾ ə s 
terror	t ə r 'o r	 t ə r 'o 
test	t 'e s t	 t 'ɛ s t 
testa	t 'e s t ə	 t 'ɛ s t ə 
testicular	t ə s t i k u l 'a r	 t ə s t i k u l 'a 
testimoni	t ə s t i m 'ɔ n i	 t ə s t i m 'o n i 
testos	t 'e s t u s	 t 'ɛ s t u s 
tètanus	t 'ɛ t ə n u s	 t ə t ə n 'u s 
tetràgons	t ə t ɾ 'a ɣ u n s	 t ə t ɾ ə ɣ 'o n s 
teu	t 'e w	 t 'ɛ w 
teus	t 'e w s	 t 'ɛ w s 
teva	t 'e β ə	 t 'ɛ β ə 
teves	t 'e β ə s	 t 'ɛ β ə s 
text	t 'e k s t	 t 'ɛ k s t 
textos	t 'e k s t u s	 t 'ɛ k s t u s 
tigressa	t i ɣ ɾ 'ɛ s ə	 t i ɣ ɾ 'e s ə 
tinc	t 'i ŋ	 t 'i ŋ k 
tinença	t i n 'ɛ n s ə	 t i n 'e n s ə 
tir	t 'i r	 t 'i 
tiroteig	t i ɾ u t 'ɛ t ʃ	 t i ɾ u t 'ɛ ʃ 
titllada	t i ʎ ʎ 'a ð ə	 t i t ə l 'a ð ə 
titllades	t i ʎ ʎ 'a ð ə s	 t i t ə l 'a ð ə s 
titllat	t i ʎ ʎ 'a t	 t i t ə l 'a t 
titllats	t i ʎ ʎ 'a t s	 t i t ə l 'a t s 
titubeig	t i t u β 'ɛ t ʃ	 t i t u β 'ɛ ʃ 
titular	t i t u l 'a r	 t i t u l 'a 
to	t 'ɔ	 t 'o 
tofenc	t u f 'ɛ ŋ	 t u f 'ɛ n s 
tomba	t 'o m b ə	 t 'ɔ m b ə 
tomben	t 'o m b ə n	 t 'ɔ m b ə n 
tombes	t 'o m b ə s	 t 'ɔ m b ə s 
tómbol	t 'o m b u l	 t u m b 'ɔ l 
ton	t 'u n	 t 'o n 
tons	t 'ɔ n s	 t 'o n s 
tonya	t 'ɔ ɲ ə	 t 'o ɲ ə 
topen	t 'o p ə n	 t 'ɔ p ə n 
topi	t 'o p i	 t 'ɔ p i 
topin	t 'o p i n	 t 'ɔ p i n 
topo	t 'o p u	 t 'ɔ p u 
tòrcer	t 'ɔ r s ə	 t 'ɔ r s ə r 
tord	t 'o r t	 t 'o r 
torna	t 'o r n ə	 t 'ɔ r n ə 
torneig	t u r n 'ɛ t ʃ	 t u r n 'ɛ ʃ 
tornen	t 'o r n ə n	 t 'ɔ r n ə n 
tornes	t 'o r n ə s	 t 'ɔ r n ə s 
torni	t 'o r n i	 t 'ɔ r n i 
tornin	t 'o r n i n	 t 'ɔ r n i n 
tornis	t 'o r n i s	 t 'ɔ r n i s 
torno	t 'o r n u	 t 'ɔ r n u 
torra	t 'ɔ r ə	 t 'o r ə 
torre	t 'o r ə	 t 'ɔ r ə 
tors	t 'ɔ r s	 t 'o s 
tort	t 'ɔ r t	 t 'o r t 
tosca	t 'o s k ə	 t 'ɔ s k ə 
tot	t 'o t	 t 'ɔ t 
tota	t 'o t ə	 t 'ɔ t ə 
totes	t 'o t ə s	 t 'ɔ t ə s 
tothom	t u t 'ɔ m	 t u t 'a m 
tothora	t u t 'ɔ ɾ ə	 t u t i 'o ɾ ə 
totxo	t 'o t ʃ u	 t 'ɔ t ʃ u 
tova	t 'o β ə	 t 'ɔ β ə 
trabeació	t ɾ ə β e ə s i 'o	 t ɾ ə β ə ə s i 'o 
transcendència	t ɾ ə s ə n d 'ɛ n s i ə	 t ɾ ə n s ə n d 'ɛ n s i ə 
transcórrer	t ɾ ə n s k 'o r ə	 t ɾ ə n s k u r 'e 
transició	t ɾ ə n z i s i 'o	 t ɾ ə n s i s i 'o 
transigir	t ɾ ə n z i ʒ 'i	 t ɾ ə n s i ʒ 'i 
transitar	t ɾ ə n z i t 'a	 t ɾ ə n s i t 'a 
transitiu	t ɾ ə n z i t 'i w	 t ɾ ə n s i t 'i w 
transitiva	t ɾ ə n z i t 'i β ə	 t ɾ ə n s i t 'i β ə 
transitori	t ɾ ə n z i t 'ɔ ɾ i	 t ɾ ə n s i t 'ɔ ɾ i 
Transnístria	t ɾ ə n z n 'i s t ɾ i ə	 t ɾ ə n s n i s t ɾ 'i ə 
tràquea	t ɾ 'a k e ə	 t ɾ 'a k ə ə 
tremp	t ɾ 'e m	 t ɾ 'ɛ m p 
Tremp	t ɾ 'e m	 t ɾ 'ɛ m p 
trenc	t ɾ 'ɛ ŋ	 t ɾ 'ɛ n s 
trens	t ɾ 'ɛ n s	 t ɾ 'e n s 
trenta	t ɾ 'ɛ n t ə	 t ɾ 'e n t ə 
trentes	t ɾ 'ɛ n t ə s	 t ɾ 'e n t ə s 
trepa	t ɾ 'e p ə	 t ɾ 'ɛ p ə 
trepes	t ɾ 'e p ə s	 t ɾ 'ɛ p ə s 
trepig	t ɾ ə p 'i t ʃ	 t ɾ ə p 'i ɣ 
tresor	t ɾ ə z 'ɔ r	 t ɾ ə z 'o 
tret	t ɾ 'e t	 t ɾ 'ɛ t 
treta	t ɾ 'e t ə	 t ɾ 'ɛ t ə 
tretes	t ɾ 'e t ə s	 t ɾ 'ɛ t ə s 
trets	t ɾ 'e t s	 t ɾ 'ɛ t s 
tretze	t ɾ 'e d z ə	 t ɾ 'ɛ d z ə 
treva	t ɾ 'e β ə	 t ɾ 'ɛ β ə 
trinxeraire	t ɾ i n ʃ ə ɾ 'a j ɾ ə	 t ɾ i n ʃ ə ɾ ə 'i ɾ ə 
triumvirat	t ɾ i w m b i ɾ 'a t	 t ɾ i u m b i ɾ 'a t 
tro	t ɾ 'ɔ	 t ɾ 'o 
tromba	t ɾ 'o m b ə	 t ɾ 'ɔ m b ə 
trompa	t ɾ 'o m p ə	 t ɾ 'ɔ m p ə 
trompes	t ɾ 'o m p ə s	 t ɾ 'ɔ m p ə s 
tron	t ɾ 'ɔ n	 t ɾ 'o n 
trona	t ɾ 'ɔ n ə	 t ɾ 'o n ə 
tronc	t ɾ 'o ŋ	 t ɾ 'o ŋ k 
trones	t ɾ 'ɔ n ə s	 t ɾ 'o n ə s 
troni	t ɾ 'ɔ n i	 t ɾ 'o n i 
tronin	t ɾ 'ɔ n i n	 t ɾ 'o n i n 
tronis	t ɾ 'ɔ n i s	 t ɾ 'o n i s 
tropa	t ɾ 'o p ə	 t ɾ 'ɔ p ə 
tropes	t ɾ 'o p ə s	 t ɾ 'ɔ p ə s 
tros	t ɾ 'ɔ s	 t ɾ 'o s 
tsar	t s 'a r	 ə s 'a 
tsarista	t s ə ɾ 'i s t ə	 d z ə ɾ 'i s t ə 
tub	t 'u p	 t 'u 
tubular	t u β u l 'a r	 t u β u l 'a 
tumor	t u m 'o r	 t u m 'o 
txagatai	t ʃ ə ɣ ə t 'a j	 t ʃ ə ɣ ə t 'a i 
ubiqüitat	u β i k w i t 'a t	 u β i k i t 'a t 
udol	u ð 'o l	 u ð 'ɔ l 
ulterior	u l t ə ɾ i 'o r	 u l t ə ɾ i 'o 
Úmbria	'u m b ɾ i ə	 u m b ɾ 'i ə 
únic	'u n i k	 ' u n i k 
uniforme	u n i f 'o r m ə	 u n i f 'ɔ r m ə 
uniformes	u n i f 'o r m ə s	 u n i f 'ɔ r m ə s 
univers	u n i β 'ɛ r s	 u n i β 'e s 
urgellenc	u r ʒ ə ʎ 'ɛ ŋ	 u r ʒ ə ʎ 'ɛ n s 
Uruguai	u ɾ u ɣ w 'a j	 u ɾ u ɣ w 'a i 
uruguaià	u ɾ u ɣ w ə j 'a	 u ɾ u ɣ u ə j 'a 
us	'u s	 u s 
úter	'u t ə r	 u t 'e 
vaguista	b ə ɣ 'i s t ə	 b ə ɣ u 'i s t ə 
vaig	b 'a t ʃ	 b ə 'i ə 
vailet	b ə j l 'ɛ t	 b ə i l 'ɛ t 
vainilla	b ə j n 'i ʎ ə	 b ə i n 'i ʎ ə 
vainilles	b ə j n 'i ʎ ə s	 b ə i n 'i ʎ ə s 
vair	b 'a j r	 b ə 'i 
Valença	b ə l 'ɛ n s ə	 b ə l 'e n s ə 
valer	b ə l 'ɛ	 b ə l 'e 
vallenc	b ə ʎ 'ɛ ŋ	 b ə ʎ 'ɛ n s 
valor	b ə l 'o r	 b ə l 'o 
vampir	b ə m p 'i r	 b ə m p 'i 
vanuatenc	b ə n u ə t 'ɛ ŋ	 b ə n u ə t 'ɛ n s 
ve	b 'e	 b 'ɛ 
vehemència	b ə ə m 'ɛ n s i ə	 b e ə m 'ɛ n s i ə 
vehement	b ə ə m 'e n	 b ə z ə m 'e n 
vehicle	b ə 'i k l ə	 b ə z 'i k l ə 
veloç	b ə l 'ɔ s	 b ə l 'o s 
vèncer	b 'ɛ n s ə	 b 'ɛ n s ə r 
vences	b 'ɛ n s ə s	 b 'e n s ə s 
vendrellenc	b ə n d ɾ ə ʎ 'ɛ ŋ	 b ə n d ɾ ə ʎ 'ɛ n s 
vens	b 'ɛ n s	 b 'e n s 
ventre	b 'e n t ɾ ə	 b 'ɛ n t ɾ ə 
ver	b 'ɛ r	 b 'e 
verb	b 'ɛ r p	 b 'ɛ r 
verds	b 'ɛ r s	 b 'ɛ r t s 
vermell	b ə r m 'ɛ ʎ	 b ə r m 'e ʎ 
vermella	b ə r m 'ɛ ʎ ə	 b ə r m 'e ʎ ə 
vermelles	b ə r m 'ɛ ʎ ə s	 b ə r m 'e ʎ ə s 
vermells	b ə r m 'ɛ ʎ s	 b ə r m 'e ʎ s 
vers	b 'ɛ r s	 b 'e s 
ves	b 'e s	 b 'ɛ s 
vespa	b 'e s p ə	 b 'ɛ s p ə 
vespre	b 'e s p ɾ ə	 b 'ɛ s p ɾ ə 
veure's	b 'ɛ w ɾ ə s	 b ə w ɾ 'ɛ s 
Vicent	b i s 'ɛ n	 b i k 'e n 
vigor	b i ɣ 'o r	 b i ɣ 'o 
vinc	b 'i ŋ	 b 'i ŋ k 
virrei	b i r 'e j	 b i r 'ɛ i 
viuda	b 'i w ð ə	 b i 'u ð ə 
voler	b u l 'ɛ	 b u l 'e 
vora	b 'ɔ ɾ ə	 b 'o ɾ ə 
voto	b 'o t u	 b 'ɔ t u 
vuitada	b u j t 'a ð ə	 b u i t 'a ð ə 
vuitanta	b u j t 'a n t ə	 b u i t 'a n t ə 
vulgar	b u l ɣ 'a r	 b u l ɣ 'a 
wattímetre	b ə t 'i m ə t ɾ ə	 b ə t t 'i m ə t ɾ ə 
web	b 'e p	 b 'ɛ p 
whisky	w 'i s k i	 ə 'i s k 
xai	ʃ 'a j	 ʃ 'a i 
xeic	ʃ 'ɛ j k	 ʃ 'ɛ i k 
xíndria	ʃ 'i n d ɾ i ə	 ʃ i n d ɾ 'i ə 
xipolleig	ʃ i p u ʎ 'ɛ t ʃ	 ʃ i p u ʎ 'ɛ ʃ 
xistorra	ʃ i s t 'ɔ r ə	 ʃ i s t 'o r ə 
xiulada	ʃ i w l 'a ð ə	 ʃ i u l 'a ð ə 
xiulades	ʃ i w l 'a ð ə s	 ʃ i u l 'a ð ə s 
xiulador	ʃ i w l ə ð 'o	 ʃ i u l ə ð 'o 
xiular	ʃ i w l 'a	 ʃ i u l 'a 
xiulat	ʃ i w l 'a t	 ʃ i u l 'a t 
xiulats	ʃ i w l 'a t s	 ʃ i u l 'a t s 
xiulet	ʃ i w l 'ɛ t	 ʃ i u l 'ɛ t 
xop	ʃ 'o p	 ʃ 'ɔ p 
xou	ʃ 'ɔ w	 ʃ 'o w 
yazidisme	j ə z i ð 'i z m ə	 k ə z i ð 'i z m ə 
zinc	z 'i ŋ	 z 'i ŋ k 
zirconi	z i r k 'ɔ n i	 z i r k 'o n i 
zuau	z u 'a w	 ə w 'a w 
zumzeig	z u m z 'ɛ t ʃ	 z u m z 'ɛ ʃ 
de	d 'ə	 d ə 
que	k 'ə	 k ə 
la	l 'ə	 l ə 
i	'i	 i 
a	'ə	 ə 
el	'ə l	 ə l 
per	p 'ə r	 p 'e 
en	'ə n	 ə n 
les	l 'ə s	 l ə s 
els	'ə l s	 'ɛ l s 
del	d 'ə l	 d ə l 
amb	'ə m	 'a m b 
al	'ə l	 ə l 
es	'ə s	 ə s 
El	'ə l	 ə l 
dels	d 'ə l s	 d 'ɛ l s 
hi	'i	 i 
La	l 'ə	 l ə 
o	'ɔ	 'o 
si	s 'i	 s i 
em	'ə m	 ə m 
li	l 'i	 l i 
tot	t 'o t	 t 'ɔ t 
seva	s 'e β ə	 s 'ɛ β ə 
ens	'ə n s	 ə n s 
Els	'ə l s	 'ɛ l s 
A	'ə	 ə 
aquest	ə k 'ɛ t	 ə k 'ɛ s t 
als	'ə l s	 'a l s 
sobre	s 'o β ɾ ə	 s 'ɔ β ɾ ə 
vaig	b 'a t ʃ	 b ə 'i ə 
En	'ə n	 ə n 
Per	p 'ə r	 p 'e 
Si	s 'i	 s i 
sense	s 'e n s ə	 s 'ɛ n s ə 
ho	'u	 'ɔ 
temps	t 'e m s	 t 'ɛ m p s 
De	d 'ə	 d ə 
pel	p 'ə l	 p 'ɛ l 
tots	t 'o t s	 t 'ɔ t s 
entre	'e n t ɾ ə	 'ɛ n t ɾ ə 
fet	f 'e t	 f 'ɛ t 
meva	m 'e β ə	 m 'ɛ β ə 
jo	ʒ 'ɔ	 ʒ 'o 
sempre	s 'e m p ɾ ə	 s 'ɛ m p ɾ ə 
I	'i	 i 
he	'e	 'ɛ 
us	'u s	 u s 
cinc	s 'i ŋ	 s 'i ŋ k 
altres	'a l t ɾ ə s	 ' a l t ɾ ə s 
cosa	k 'ɔ z ə	 k 'o z ə 
seves	s 'e β ə s	 s 'ɛ β ə s 
han	'a n	 i 'a n 
se	s 'ə	 s ə 
Les	l 'ə s	 l ə s 
sistema	s i s t 'e m ə	 s i s t 'ɛ m ə 
Em	'ə m	 ə m 
tota	t 'o t ə	 t 'ɔ t ə 
et	'ə t	 ə t 
mentre	m 'e n t ɾ ə	 m 'ɛ n t ɾ ə 
des	d 'e s	 d 'ɛ s 
Jo	ʒ 'ɔ	 ʒ 'o 
Es	'ə s	 ə s 
poder	p u ð 'ɛ	 p u ð 'e 
Al	'ə l	 ə l 
hores	'ɔ ɾ ə s	 i 'o ə s 
Tinc	t 'i ŋ	 t 'i ŋ k 
aquell	ə k 'ɛ ʎ	 ə k 'e ʎ 
totes	t 'o t ə s	 t 'ɔ t ə s 
Aquest	ə k 'ɛ t	 ə k 'ɛ s t 
coses	k 'ɔ z ə s	 k 'o z ə s 
Hi	'i	 i 
dona	d 'ɔ n ə	 d 'o n ə 
haver	ə β 'ɛ	 ə β 'e 
altre	'a l t ɾ ə	 ' a l t ɾ ə 
nom	n 'ɔ m	 n 'o m 
tenen	t 'e n ə n	 t 'ɛ n ə n 
Li	l 'i	 l i 
Amb	'ə m	 'a m b 
tinc	t 'i ŋ	 t 'i ŋ k 
nens	n 'ɛ n s	 n 'e n s 
centre	s 'e n t ɾ ə	 s 'ɛ n t ɾ ə 
sota	s 'o t ə	 s 'ɔ t ə 
aquests	ə k 'ɛ t s	 ə k 'ɛ s t s 
s'hi	s 'i	 s 'ɔ 
bon	b 'ɔ n	 b 'o n 
ben	b 'e n	 b 'ɛ n 
pels	p 'ə l s	 p 'ɛ l s 
bona	b 'ɔ n ə	 b 'o n ə 
aquella	ə k 'ɛ ʎ ə	 ə k 'e ʎ ə 
saber	s ə β 'ɛ	 s ə β 'e 
mig	m 'i t ʃ	 m 'i ə 
mesos	m 'e z u s	 m 'ɛ z u s 
finestra	f i n 'e s t ɾ ə	 f i n 'ɛ s t ɾ ə 
cotxe	k 'o t ʃ ə	 k 'ɔ t ʃ ə 
compte	k 'o m t ə	 k 'ɔ m p t ə 
Ho	'u	 'ɔ 
moltes	m 'o l t ə s	 m 'ɔ l t ə s 
mateixa	m ə t 'e ʃ ə	 m ə t 'ɛ ʃ ə 
eren	'e ɾ ə n	 'ɛ ɾ ə n 
mes	m 'e s	 m 'ɛ s 
gairebé	g ə j ɾ ə β 'e	 g ə i ɾ ə β 'e 
Queden	k 'e ð ə n	 k 'ɛ ð ə n 
web	b 'e p	 b 'ɛ p 
mort	m 'ɔ r t	 m 'o r t 
altra	'a l t ɾ ə	 ' a l t ɾ ə 
cos	k 'ɔ s	 k 'o s 
forma	f 'o r m ə	 f 'ɔ r m ə 
fora	f 'ɔ ɾ ə	 f 'o ɾ ə 
home	'ɔ m ə	 u m ə 
ve	b 'e	 b 'ɛ 
