A	'ə	ə
porros	p 'o r o s	p 'ɔ r o s
port	p 'ɔ ɾ t	p 'o ɾ t
potatge	p o t 'a d ʒ ə	p o t 'a dʒ ə
potència	p o t 'ɛ n s i ə	p o t 'ə n s i ə
precepte	p ɾ ə s 'ɛ t t ə	p ɾ ə s 'ə t t ə
prefecte	p ɾ ə f 'ɛ t t ə	p ɾ ə f 'ə t t ə
prefix	p ɾ ə f 'i t s	p ɾ ə f 'i ʃ
prega	p ɾ 'e ɣ ə	p ɾ 'ə ɣ ə
prego	p ɾ 'e ɣ o	p ɾ 'ə ɣ o
premiarem	p ɾ ə m i ə ɾ 'ə m	p ɾ ə m i ə ɾ 'ɛ m
premiem	p ɾ ə m i 'ə m	p ɾ ə m i 'ɛ m
premsa	p ɾ 'e n s ə	p ɾ 'ɛ n s ə
prens	p ɾ 'ə n s	p ɾ 'e n s
prepararem	p ɾ ə p ə ɾ ə ɾ 'ə m	p ɾ ə p ə ɾ ə ɾ 'ɛ m
preparem	p ɾ ə p ə ɾ 'ə m	p ɾ ə p ə ɾ 'ɛ m
presciència	p ɾ ə t s i 'ɛ n s i ə	p ɾ ə t s i 'ə n s i ə
presència	p ɾ ə z 'ɛ n s i ə	p ɾ ə z 'ə n s i ə
presidència	p ɾ ə z i ð 'ɛ n s i ə	p ɾ ə z i ð 'ə n s i ə
presta	p ɾ 'e s t ə	p ɾ 'ə s t ə
prestarem	p ɾ ə s t ə ɾ 'ə m	p ɾ ə s t ə ɾ 'ɛ m
prestatge	p ɾ ə s t 'a d ʒ ə	p ɾ ə s t 'a dʒ ə
prestatgeria	p ɾ ə s t ə d ʒ ə ɾ 'i ə	p ɾ ə s t ə dʒ ə ɾ 'i ə
prestem	p ɾ ə s t 'ə m	p ɾ ə s t 'ɛ m
presten	p ɾ 'e s t ə n	p ɾ 'ə s t ə n
prestes	p ɾ 'e s t ə s	p ɾ 'ə s t ə s
presto	p ɾ 'e s t o	p ɾ 'ə s t o
presumpció	p ɾ ə z u m s i 'o	p ɾ ə z u m t s i 'o
pretendre	p ɾ ə t 'e n d ɾ ə	p ɾ ə t 'ə n d ɾ ə
pretèrit	p ɾ ə t 'ɛ ɾ i t	p ɾ ə t 'ə ɾ i t
primogènit	p ɾ i m o ʒ 'ɛ n i t	p ɾ i m o ʒ 'ə n i t
procedència	p ɾ o s ə ð 'ɛ n s i ə	p ɾ o s ə ð 'ə n s i ə
procurarem	p ɾ o k u ɾ ə ɾ 'ə m	p ɾ o k u ɾ ə ɾ 'ɛ m
procurem	p ɾ o k u ɾ 'ə m	p ɾ o k u ɾ 'ɛ m
progènie	p ɾ o ʒ 'ɛ n i ə	p ɾ o ʒ 'ə n i ə
projecte	p ɾ o ʒ 'ɛ t t ə	p ɾ o ʒ 'ə t t ə
prona	p ɾ 'ɔ n ə	p ɾ 'o n ə
prones	p ɾ 'ɔ n ə s	p ɾ 'o n ə s
pronunciarem	p ɾ o n u n s i ə ɾ 'ə m	p ɾ o n u n s i ə ɾ 'ɛ m
pronunciem	p ɾ o n u n s i 'ə m	p ɾ o n u n s i 'ɛ m
prosceni	p ɾ o t s 'ɛ n i	p ɾ o t s 'ə n i
protesta	p ɾ o t 'e s t ə	p ɾ o t 'ə s t ə
Prudència	p ɾ u ð 'ɛ n s i ə	p ɾ u ð 'ə n s i ə
prudència	p ɾ u ð 'ɛ n s i ə	p ɾ u ð 'ə n s i ə
punirem	p u n i ɾ 'ə m	p u n i ɾ 'ɛ m
quadragèsim	k w ə ð ɾ ə ʒ 'ɛ z i m	k w ə ð ɾ ə ʒ 'ə z i m
queixa	k 'e ʃ ə	k 'ɛ ʃ ə
queixo	k 'e ʃ o	k 'ɛ ʃ o
quilomètric	k i l o m 'ɛ t ɾ i k	k i l o m 'ə t ɾ i k
quítxua	k 'i t ʃ u ə	k 'i tʃ u ə
racèmic	r ə s 'ɛ m i k	r ə s 'ə m i k
radiomètric	r ə ð i o m 'ɛ t ɾ i k	r ə ð i o m 'ə t ɾ i k
radiomètrica	r ə ð i o m 'ɛ t ɾ i k ə	r ə ð i o m 'ə t ɾ i k ə
radiomètrics	r ə ð i o m 'ɛ t ɾ i t s	r ə ð i o m 'ə t ɾ i t s
radiomètriques	r ə ð i o m 'ɛ t ɾ i k ə s	r ə ð i o m 'ə t ɾ i k ə s
ratlla	r 'a ʎ ʎ ə	r 'a l l ə
ratllador	r ə ʎ ʎ ə ð 'o	r ə l l ə ð 'o
ratllar	r ə ʎ ʎ 'a	r ə l l 'a
ratxa	r 'a t ʃ ə	r 'a tʃ ə
ratxada	r ə t ʃ 'a ð ə	r ə tʃ 'a ð ə
ratxar	r ə t ʃ 'a	r ə tʃ 'a
ratxós	r ə t ʃ 'o s	r ə tʃ 'o s
re	r 'ə	r ə
reaparèixer	r e ə p ə ɾ 'ə ʃ ə	r e ə p ə ɾ 'ɛ ʃ ə
rebuig	r ə β 'u t ʃ	r ə β 'u tʃ
rebutjada	r ə β u d ʒ 'a ð ə	r ə β u dʒ 'a ð ə
rebutjades	r ə β u d ʒ 'a ð ə s	r ə β u dʒ 'a ð ə s
rebutjar	r ə β u d ʒ 'a	r ə β u dʒ 'a
rebutjat	r ə β u d ʒ 'a t	r ə β u dʒ 'a t
rebutjats	r ə β u d ʒ 'a t s	r ə β u dʒ 'a t s
rebutjos	r ə β 'u d ʒ o s	r ə β 'u dʒ o s
reca	r 'e k ə	r 'ɛ k ə
recepta	r ə s 'ɛ t t ə	r ə s 'ə t t ə
recerca	r ə s 'ɛ ɾ k ə	r ə s 'ə ɾ k ə
reciclatge	r ə s i k l 'a d ʒ ə	r ə s i k l 'a dʒ ə
recompte	r ə k 'o m t ə	r ə k 'ɔ m t ə
reconèixer	r ə k o n 'ə ʃ ə	r ə k o n 'ɛ ʃ ə
recorre	r ə k 'o r ə	r ə k 'ɔ r ə
rees	r 'ɛ ə s	r 'e ə s
refet	r ə f 'e t	r ə f 'ə t
refeta	r ə f 'e t ə	r ə f 'ə t ə
reforma	r ə f 'o ɾ m ə	r ə f 'ɔ ɾ m ə
refulgència	r ə f u l ʒ 'ɛ n s i ə	r ə f u l ʒ 'ə n s i ə
règim	r 'ə ʒ i m	r 'ɛ ʒ i m
regla	r 'e g g l ə	r 'ə ɣ l ə
regles	r 'e g g l ə s	r 'ə ɣ l ə s
regna	r 'e n n ə	r 'ə n n ə
regne	r 'e n n ə	r 'ə n n ə
regnen	r 'e n n ə n	r 'ə n n ə n
regnes	r 'e n n ə s	r 'ə n n ə s
reixa	r 'e ʃ ə	r 'ɛ ʃ ə
rella	r 'ə ʎ ə	r 'e ʎ ə
relles	r 'ə ʎ ə s	r 'e ʎ ə s
relleu	r ə ʎ 'e w	r ə ʎ 'ɛ w
rem	r 'ə m	r 'ɛ m
remarem	r ə m ə ɾ 'ə m	r ə m ə ɾ 'ɛ m
remem	r ə m 'ə m	r ə m 'ɛ m
remo	r 'e m o	r 'ɛ m o
remolatxa	r ə m o l 'a t ʃ ə	r ə m o l 'a tʃ ə
renda	r 'e n d ə	r 'ə n d ə
rendes	r 'e n d ə s	r 'ə n d ə s
renebot	r ə n ə β 'o t	r ə n ə β 'ɔ t
renec	r ə n 'e k	r ə n 'ɛ k
renou	r ə n 'ɔ w	r ə n 'o w
renten	r 'e n t ə n	r 'ə n t ə n
repararem	r ə p ə ɾ ə ɾ 'ə m	r ə p ə ɾ ə ɾ 'ɛ m
reparem	r ə p ə ɾ 'ə m	r ə p ə ɾ 'ɛ m
reprotxar	r ə p ɾ o t ʃ 'a	r ə p ɾ o tʃ 'a
reprotxe	r ə p ɾ 'ɔ t ʃ ə	r ə p ɾ 'ɔ tʃ ə
repte	r 'ɛ t t ə	r 'ə t t ə
rere	r 'e ɾ ə	r 'ə ɾ ə
resa	r 'e z ə	r 'ə z ə
resclosa	r ə s k l 'ɔ z ə	r ə s k l 'o z ə
resen	r 'e z ə n	r 'ə z ə n
residència	r ə z i ð 'ɛ n s i ə	r ə z i ð 'ə n s i ə
resiliència	r ə z i l i 'ɛ n s i ə	r ə z i l i 'ə n s i ə
resistència	r ə z i s t 'ɛ n s i ə	r ə z i s t 'ə n s i ə
reso	r 'e z o	r 'ə z o
respatller	r ə s p ə ʎ ʎ 'e	r ə s p ə l l 'e
respatler	r ə s p ə l l 'e	r ə s p ə t l 'e
resquitllar	r ə s k i ʎ ʎ 'a	r ə s k i l l 'a
resta	r 'e s t ə	r 'ə s t ə
restaurarem	r ə s t ə w ɾ ə ɾ 'ə m	r ə s t ə w ɾ ə ɾ 'ɛ m
restaurem	r ə s t ə w ɾ 'ə m	r ə s t ə w ɾ 'ɛ m
resten	r 'e s t ə n	r 'ə s t ə n
restes	r 'e s t ə s	r 'ə s t ə s
reticència	r ə t i s 'ɛ n s i ə	r ə t i s 'ə n s i ə
reverència	r ə v ə ɾ 'ɛ n s i ə	r ə v ə ɾ 'ə n s i ə
reverend	r ə v ə ɾ 'e n t	r ə v ə ɾ 'ə n t
revetlla	r ə v 'e ʎ ʎ ə	r ə v 'ə l l ə
revetla	r ə v 'e l l ə	r ə v 'ə ʎ ə
rèvola	r 'ɛ v o l ə	r 'ə v o l ə
Ribagorça	r i β ə ɣ 'o ɾ s ə	r i β ə ɣ 'ɔ ɾ s ə
ribatge	r i β 'a d ʒ ə	r i β 'a dʒ ə
rodatge	r o ð 'a d ʒ ə	r o ð 'a dʒ ə
rombe	r 'o m b ə	r 'ɔ m b ə
rombes	r 'o m b ə s	r 'ɔ m b ə s
romiatge	r o m i 'a d ʒ ə	r o m i 'a dʒ ə
rompre	r 'o m p ɾ ə	r 'ɔ m p ɾ ə
ronca	r 'o ŋ k ə	r 'ɔ ŋ k ə
ronda	r 'o n d ə	r 'ɔ n d ə
rondes	r 'o n d ə s	r 'ɔ n d ə s
rossos	r 'o s o s	r 'ɔ s o s
rotllada	r o ʎ ʎ 'a ð ə	r o l l 'a ð ə
rotlle	r 'ɔ ʎ ʎ ə	r 'ɔ l l ə
rotlles	r 'ɔ ʎ ʎ ə s	r 'ɔ l l ə s
rotlada	r o l l 'a ð ə	r o t l 'a ð ə
rotle	r 'ɔ l l ə	r 'ɔ l ə
rotles	r 'ɔ l l ə s	r 'ɔ t l ə s
rotonda	r o t 'o n d ə	r o t 'ɔ n d ə
roure	r 'o w ɾ ə	r 'ɔ w ɾ ə
rovell	r o v 'ə ʎ	r o v 'e ʎ
sa	s 'ə	s ə
saber	s ə β 'ə	s ə β 'e
sabotatge	s ə β o t 'a d ʒ ə	s ə β o t 'a dʒ ə
sacabutx	s ə k ə β 'u t ʃ	s ə k ə β 'u tʃ
sahrauí	s ə ɾ ə w 'i	s ə r ə w 'i
salsitxa	s ə l s 'i t ʃ ə	s ə l s 'i tʃ ə
salsitxaire	s ə l s i t ʃ 'a j ɾ ə	s ə l s i tʃ 'a j ɾ ə
salvatge	s ə l v 'a d ʒ ə	s ə l v 'a dʒ ə
salvatges	s ə l v 'a d ʒ ə s	s ə l v 'a dʒ ə s
salvatjada	s ə l v ə d ʒ 'a ð ə	s ə l v ə dʒ 'a ð ə
sancionin	s ə n s i 'ɔ n i n	s ə n s i 'o n i n
sanglot	s ə ŋ g l 'o t	s ə ŋ g l 'ɔ t
sastressa	s ə s t ɾ 'ə s ə	s ə s t ɾ 'e s ə
saturarem	s ə t u ɾ ə ɾ 'ə m	s ə t u ɾ ə ɾ 'ɛ m
saturem	s ə t u ɾ 'ə m	s ə t u ɾ 'ɛ m
sega	s 'e ɣ ə	s 'ə ɣ ə
segrest	s ə ɣ ɾ 'e s t	s ə ɣ ɾ 'ɛ s t
seitó	s ə j t 'o	s ə i t 'o
sembra	s 'e m b ɾ ə	s 'ɛ m b ɾ ə
semestre	s ə m 'e s t ɾ ə	s ə m 'ə s t ɾ ə
seminoma	s ə m i n 'ɔ m ə	s ə m i n 'o m ə
seminomes	s ə m i n 'ɔ m ə s	s ə m i n 'o m ə s
sempre	s 'e m p ɾ ə	s 'ɛ m p ɾ ə
senda	s 'e n d ə	s 'ə n d ə
sens	s 'ə n s	s 'e n s
sense	s 'e n s ə	s 'ə n s ə
senten	s 'e n t ə n	s 'ə n t ə n
sentència	s ə n t 'ɛ n s i ə	s ə n t 'ə n s i ə
sento	s 'e n t o	s 'ɛ n t o
separarem	s ə p ə ɾ ə ɾ 'ə m	s ə p ə ɾ ə ɾ 'ɛ m
separem	s ə p ə ɾ 'ə m	s ə p ə ɾ 'ɛ m
sèrie	s 'ɛ ɾ i ə	s 'ə ɾ i ə
serrarem	s ə r ə ɾ 'ə m	s ə r ə ɾ 'ɛ m
serrem	s ə r 'ə m	s ə r 'ɛ m
setembre	s ə t 'e m b ɾ ə	s ə t 'ɛ m b ɾ ə
setge	s 'e d ʒ ə	s 'ə dʒ ə
setges	s 'e d ʒ ə s	s 'ə dʒ ə s
seua	s 'e w ə	s 'ə w ə
seva	s 'e v ə	s 'ə v ə
seves	s 'e v ə s	s 'ə v ə s
siboc	s i β 'o k	s i β 'ɔ k
significarem	s i n n i f i k ə ɾ 'ə m	s i n n i f i k ə ɾ 'ɛ m
Silèsia	s i l 'ɛ z i ə	s i l 'ə z i ə
simplificarem	s i m p l i f i k ə ɾ 'ə m	s i m p l i f i k ə ɾ 'ɛ m
simplifiquem	s i m p l i f i k 'ə m	s i m p l i f i k 'ɛ m
sinagoga	s i n ə ɣ 'o ɣ ə	s i n ə ɣ 'ɔ ɣ ə
sinestèsia	s i n ə s t 'ɛ z i ə	s i n ə s t 'ə z i ə
sintètica	s i n t 'ɛ t i k ə	s i n t 'ə t i k ə
sintètiques	s i n t 'ɛ t i k ə s	s i n t 'ə t i k ə s
sistema	s i s t 'e m ə	s i s t 'ɛ m ə
Sitges	s 'i d ʒ ə s	s 'i dʒ ə s
sitgetà	s i d ʒ ə t 'a	s i dʒ ə t 'a
sitja	s 'i d ʒ ə	s 'i dʒ ə
sobre	s 'o β ɾ ə	s 'ɔ β ɾ ə
sobta	s 'o t t ə	s 'ɔ t t ə
sofre	s 'o f ɾ ə	s 'ɔ f ɾ ə
solarem	s o l ə ɾ 'ə m	s o l ə ɾ 'ɛ m
solatge	s o l 'a d ʒ ə	s o l 'a dʒ ə
solell	s o l 'ə ʎ	s o l 'e ʎ
solem	s o l 'ə m	s o l 'ɛ m
solquen	s 'o l k ə n	s 'ɔ l k ə n
sonda	s 'o n d ə	s 'ɔ n d ə
sondes	s 'o n d ə s	s 'ɔ n d ə s
sones	s 'ɔ n ə s	s 'o n ə s
sopa	s 'o p ə	s 'ɔ p ə
sopen	s 'o p ə n	s 'ɔ p ə n
sopes	s 'o p ə s	s 'ɔ p ə s
sorda	s 'o ɾ ð ə	s 'ɔ ɾ ð ə
sordes	s 'o ɾ ð ə s	s 'ɔ ɾ ð ə s
sorna	s 'o ɾ n ə	s 'ɔ ɾ n ə
sostre	s 'o s t ɾ ə	s 'ɔ s t ɾ ə
sostres	s 'o s t ɾ ə s	s 'ɔ s t ɾ ə s
sota	s 'o t ə	s 'ɔ t ə
sotgen	s 'ɔ d ʒ ə n	s 'ɔ dʒ ə n
sotges	s 'ɔ d ʒ ə s	s 'ɔ dʒ ə s
sotjar	s o d ʒ 'a	s o dʒ 'a
sotjo	s 'ɔ d ʒ o	s 'ɔ dʒ o
sous	s 'ɔ w s	s 'o w s
soviètica	s o v i 'ɛ t i k ə	s o v i 'ə t i k ə
suarem	s u ə ɾ 'ə m	s u ə ɾ 'ɛ m
subratllades	s u β ɾ ə l ʎ ʎ 'a ð ə s	s u β ɾ ə l l 'a ð ə s
subsistència	s u t s i s t 'ɛ n s i ə	s u t s i s t 'ə n s i ə
subsistències	s u t s i s t 'ɛ n s i ə s	s u t s i s t 'ə n s i ə s
suem	s u 'ə m	s u 'ɛ m
suficiència	s u f i s i 'ɛ n s i ə	s u f i s i 'ə n s i ə
suport	s u p 'ɔ ɾ t	s u p 'o ɾ t
suprem	s u p ɾ 'ə m	s u p ɾ 'ɛ m
sutge	s 'u d ʒ ə	s 'u dʒ ə
tacarem	t ə k ə ɾ 'ə m	t ə k ə ɾ 'ɛ m
tadjik	t ə d ʒ 'i k	t ə dʒ 'i k
tanmateix	t ə m m ə t 'e ʃ	t ə m m ə t 'ɛ ʃ
tanoca	t ə n 'o k ə	t ə n 'ɔ k ə
taquem	t ə k 'ə m	t ə k 'ɛ m
taquimètric	t ə k i m 'ɛ t ɾ i k	t ə k i m 'ə t ɾ i k
tatuatge	t ə t u 'a d ʒ ə	t ə t u 'a dʒ ə
tatxa	t 'a t ʃ ə	t 'a tʃ ə
tatxes	t 'a t ʃ ə s	t 'a tʃ ə s
tatxonar	t ə t ʃ o n 'a	t ə tʃ o n 'a
tèbia	t 'ə β i ə	t 'ɛ β i ə
tecla	t 'e k l ə	t 'ɛ k l ə
tecles	t 'e k l ə s	t 'ɛ k l ə s
teix	t 'e ʃ	t 'ɛ ʃ
tema	t 'e m ə	t 'ɛ m ə
temen	t 'e m ə n	t 'ɛ m ə n
temes	t 'e m ə s	t 'ɛ m ə s
temo	t 'e m o	t 'ɛ m o
tempesta	t ə m p 'e s t ə	t ə m p 'ə s t ə
templa	t 'e m p l ə	t 'ɛ m p l ə
temple	t 'e m p l ə	t 'ɛ m p l ə
temples	t 'e m p l ə s	t 'ɛ m p l ə s
tenda	t 'e n d ə	t 'ə n d ə
tendència	t ə n d 'ɛ n s i ə	t ə n d 'ə n s i ə
tendes	t 'e n d ə s	t 'ə n d ə s
tenebra	t ə n 'e β ɾ ə	t ə n 'ə β ɾ ə
tenebres	t ə n 'e β ɾ ə s	t ə n 'ə β ɾ ə s
tenen	t 'e n ə n	t 'ə n ə n
tènia	t 'ɛ n i ə	t 'ə n i ə
terapèutic	t ə ɾ ə p 'ə w t i k	t ə ɾ ə p 'ɛ w t i k
teratogènic	t ə ɾ ə t o ʒ 'ɛ n i k	t ə ɾ ə t o ʒ 'ə n i k
teratogènica	t ə ɾ ə t o ʒ 'ɛ n i k ə	t ə ɾ ə t o ʒ 'ə n i k ə
teratogènics	t ə ɾ ə t o ʒ 'ɛ n i t s	t ə ɾ ə t o ʒ 'ə n i t s
teratogèniques	t ə ɾ ə t o ʒ 'ɛ n i k ə s	t ə ɾ ə t o ʒ 'ə n i k ə s
tèrbol	t 'ɛ ɾ β o l	t 'ə ɾ β o l
terrestre	t ə r 'e s t ɾ ə	t ə r 'ə s t ɾ ə
terrestres	t ə r 'e s t ɾ ə s	t ə r 'ə s t ɾ ə s
tesi	t 'ɛ z i	t 'ə z i
tesin	t 'ɛ z i n	t 'ə z i n
tesis	t 'ɛ z i s	t 'ə z i s
testimoni	t ə s t i m 'ɔ n i	t ə s t i m 'o n i
testimoniatge	t ə s t i m o n i 'a d ʒ ə	t ə s t i m o n i 'a dʒ ə
teva	t 'e v ə	t 'ə v ə
teves	t 'e v ə s	t 'ə v ə s
tirarem	t i ɾ ə ɾ 'ə m	t i ɾ ə ɾ 'ɛ m
titlada	t i l l 'a ð ə	t i l 'a ð ə
titlades	t i l l 'a ð ə s	t i l 'a ð ə s
titlar	t i l l 'a	t i t l 'a
titlat	t i l l 'a t	t i l 'a t
titlats	t i l l 'a t s	t i l 'a t s
titularem	t i t u l ə ɾ 'ə m	t i t u l ə ɾ 'ɛ m
titulem	t i t u l 'ə m	t i t u l 'ɛ m
tmesi	m m 'ɛ z i	m m 'ə z i
tocarem	t o k ə ɾ 'ə m	t o k ə ɾ 'ɛ m
tomba	t 'o m b ə	t 'ɔ m b ə
tomben	t 'o m b ə n	t 'ɔ m b ə n
tombes	t 'o m b ə s	t 'ɔ m b ə s
tonatge	t o n 'a d ʒ ə	t o n 'a dʒ ə
tonja	t 'ɔ ɲ ə	t 'o ɲ ə
topa	t 'o p ə	t 'ɔ p ə
topen	t 'o p ə n	t 'ɔ p ə n
topo	t 'o p o	t 'ɔ p o
toquem	t o k 'ə m	t o k 'ɛ m
torba	t 'o ɾ β ə	t 'ɔ ɾ β ə
torben	t 'o ɾ β ə n	t 'ɔ ɾ β ə n
torna	t 'o ɾ n ə	t 'ɔ ɾ n ə
tornen	t 'o ɾ n ə n	t 'ɔ ɾ n ə n
tornes	t 'o ɾ n ə s	t 'ɔ ɾ n ə s
torno	t 'o ɾ n o	t 'ɔ ɾ n o
torra	t 'ɔ r ə	t 'o r ə
torre	t 'o r ə	t 'ɔ r ə
tort	t 'ɔ ɾ t	t 'o ɾ t
tosca	t 'o s k ə	t 'ɔ s k ə
tota	t 'o t ə	t 'ɔ t ə
totes	t 'o t ə s	t 'ɔ t ə s
totxes	t 'ɔ t ʃ ə s	t 'ɔ tʃ ə s
totxo	t 'o t ʃ o	t 'ɔ tʃ o
tragèdia	t ɾ ə ʒ 'ɛ ð i ə	t ɾ ə ʒ 'ə ð i ə
transparència	t ɾ ə n s p ə ɾ 'ɛ n s i ə	t ɾ ə n s p ə ɾ 'ə n s i ə
trapezi	t ɾ ə p 'ɛ z i	t ɾ ə p 'ə z i
tremp	t ɾ 'e m p	t ɾ 'ɛ m p
Tremp	t ɾ 'e m p	t ɾ 'ɛ m p
treni	t ɾ 'ɛ n i	t ɾ 'ə n i
trenis	t ɾ 'ɛ n i s	t ɾ 'ə n i s
trenqui	t ɾ 'ɛ ŋ k i	t ɾ 'ə ŋ k i
trenquin	t ɾ 'ɛ ŋ k i n	t ɾ 'ə ŋ k i n
trenquis	t ɾ 'ɛ ŋ k i s	t ɾ 'ə ŋ k i s
trens	t ɾ 'ə n s	t ɾ 'e n s
trepa	t ɾ 'e p ə	t ɾ 'ə p ə
trepes	t ɾ 'e p ə s	t ɾ 'ə p ə s
trepig	t ɾ ə p 'i t ʃ	t ɾ ə p 'i k
trepitjada	t ɾ ə p i d ʒ 'a ð ə	t ɾ ə p i dʒ 'a ð ə
trepitjades	t ɾ ə p i d ʒ 'a ð ə s	t ɾ ə p i dʒ 'a ð ə s
trepitjaneu	t ɾ ə p i d ʒ ə n 'ɛ w	t ɾ ə p i dʒ ə n 'ɛ w
trepitjar	t ɾ ə p i d ʒ 'a	t ɾ ə p i dʒ 'a
trepitjat	t ɾ ə p i d ʒ 'a t	t ɾ ə p i dʒ 'a t
trepitjats	t ɾ ə p i d ʒ 'a t s	t ɾ ə p i dʒ 'a t s
tret	t ɾ 'e t	t ɾ 'ə t
treta	t ɾ 'e t ə	t ɾ 'ə t ə
tretes	t ɾ 'e t ə s	t ɾ 'ə t ə s
trets	t ɾ 'e t s	t ɾ 'ə t s
tretze	t ɾ 'e d z ə	t ɾ 'ə d z ə
treva	t ɾ 'e v ə	t ɾ 'ə v ə
Trèveris	t ɾ 'ɛ v ə ɾ i s	t ɾ 'ə v ə ɾ i s
trèvol	t ɾ 'ɛ v o l	t ɾ 'ə v o l
trèvols	t ɾ 'ɛ v o l s	t ɾ 'ə v o l s
triatge	t ɾ i 'a d ʒ ə	t ɾ i 'a dʒ ə
trigonomètric	t ɾ i ɣ o n o m 'ɛ t ɾ i k	t ɾ i ɣ o n o m 'ə t ɾ i k
trigonomètrica	t ɾ i ɣ o n o m 'ɛ t ɾ i k ə	t ɾ i ɣ o n o m 'ə t ɾ i k ə
trigonomètrics	t ɾ i ɣ o n o m 'ɛ t ɾ i t s	t ɾ i ɣ o n o m 'ə t ɾ i t s
trigonomètriques	t ɾ i ɣ o n o m 'ɛ t ɾ i k ə s	t ɾ i ɣ o n o m 'ə t ɾ i k ə s
trimestre	t ɾ i m 'e s t ɾ ə	t ɾ i m 'ə s t ɾ ə
trirrem	t ɾ i r 'ə m	t ɾ i r 'ɛ m
tromba	t ɾ 'o m b ə	t ɾ 'ɔ m b ə
trombocitopènia	t ɾ o m b o s i t o p 'ɛ n i ə	t ɾ o m b o s i t o p 'ə n i ə
trompa	t ɾ 'o m p ə	t ɾ 'ɔ m p ə
trompes	t ɾ 'o m p ə s	t ɾ 'ɔ m p ə s
tropa	t ɾ 'o p ə	t ɾ 'ɔ p ə
tropes	t ɾ 'o p ə s	t ɾ 'ɔ p ə s
ull	'u j	'u ʎ
un	'u n	u n
uns	'u n s	u n s
us	'u s	u s
vaig	v 'a t ʃ	v 'a j
València	v ə l 'ɛ n s i ə	v ə l 'ə n s i ə
valer	v ə l 'ə	v ə l 'e
vaporatge	v ə p o ɾ 'a d ʒ ə	v ə p o ɾ 'a dʒ ə
ve	v 'e	v 'ə
vegem	v ə ʒ 'ə m	v ə ʒ 'ɛ m
veïnatge	v ə i n 'a d ʒ ə	v ə i n 'a dʒ ə
vencem	v ə n s 'ə m	v ə n s 'ɛ m
vencerem	v ə n s ə ɾ 'ə m	v ə n s ə ɾ 'ɛ m
venci	v 'ɛ n s i	v 'ə n s i
venerarem	v ə n ə ɾ ə ɾ 'ə m	v ə n ə ɾ ə ɾ 'ɛ m
venerem	v ə n ə ɾ 'ə m	v ə n ə ɾ 'ɛ m
vènet	v 'ɛ  n ə t	v 'ə n ə t
vènia	v 'ɛ  n i ə	v 'ə n i ə
ventre	v 'e n t ɾ ə	v 'ə n t ɾ ə
ventrell	v ə n t ɾ 'ə ʎ	v ə n t ɾ 'e ʎ
vespa	v 'e s p ə	v 'ə s p ə
vespre	v 'e s p ɾ ə	v 'ə s p ɾ ə
vetlla	v 'e ʎ ʎ ə	v 'ə l l ə
vetllada	v ə ʎ ʎ 'a ð ə	v ə l l 'a ð ə
vetllades	v ə ʎ ʎ 'a ð ə s	v ə l l 'a ð ə s
vetllar	v ə ʎ ʎ 'a	v ə l l 'a
vetllat	v ə ʎ ʎ 'a t	v ə l l 'a t
vetllats	v ə ʎ ʎ 'a t s	v ə l l 'a t s
vetla	v 'e l l ə	v 'ə ʎ ə
vetlada	v ə l l 'a ð ə	v ə ʎ 'a ð ə
vetlades	v ə l l 'a ð ə s	v ə ʎ 'a ð ə s
vetlar	v ə l l 'a	v ə ʎ 'a
vetlat	v ə l l 'a t	v ə ʎ 'a t
vetlats	v ə l l 'a t s	v ə ʎ 'a t s
viatge	v i 'a d ʒ ə	v i 'a dʒ ə
viatger	v i ə d ʒ 'e	v i ə dʒ 'e
viatgera	v i ə d ʒ 'e ɾ ə	v i ə dʒ 'e ɾ ə
viatjada	v i ə d ʒ 'a ð ə	v i ə dʒ 'a ð ə
viatjades	v i ə d ʒ 'a ð ə s	v i ə dʒ 'a ð ə s
viatjar	v i ə d ʒ 'a	v i ə dʒ 'a
viatjat	v i ə d ʒ 'a t	v i ə dʒ 'a t
viatjats	v i ə d ʒ 'a t s	v i ə dʒ 'a t s
Vicent	v i s 'ɛ n t	v i s 'e n t
vicesecretari	v i s ə s ə k ɾ ə t 'a ɾ i	v i s ə z ə k ɾ ə t 'a ɾ i
vigència	v i ʒ 'ɛ  n s i ə	v i ʒ 'ə n s i ə
vigèsim	v i ʒ 'ɛ  z i m	v i ʒ 'ə z i m
vilatge	v i l 'a d ʒ ə	v i l 'a dʒ ə
vilipendi	v i l i p 'ɛ n d i	v i l i p 'ə n d i
violència	v i o l 'ɛ  n s i ə	v i o l 'ə n s i ə
Viquipèdia	v i k i p 'ɛ ð i ə	v i k i p 'ə ð i ə
viratge	v i ɾ 'a d ʒ ə	v i ɾ 'a dʒ ə
virulència	v i ɾ u l 'ɛ n s i ə	v i ɾ u l 'ə n s i ə
voler	v o l 'ə	v o l 'e
volumètric	v o l u m 'ɛ t ɾ i k	v o l u m 'ə t ɾ i k
votarem	v o t ə ɾ 'ə m	v o t ə ɾ 'ɛ m
votem	v o t 'ə m	v o t 'ɛ m
voto	v 'o t o	v 'ɔ t o
xantatge	ʃ ə n t 'a d ʒ ə	ʃ ə n t 'a dʒ ə
xeic	ʃ 'e j k	ʃ 'ə j k
Xèrica	ʃ 'ɛ ɾ i k ə	ʃ 'ə ɾ i k ə
