A	'ə	 ə 
En	'ə n	 ə n 
Si	s 'i	 s i 
sense	s 'e n s ə	 s 'ə n s ə 
ho	'o	 o 
res	r 'ɛ s	 r 'ə s 
De	d 'ə	 d ə 
pel	p 'ə l	 p 'ɛ l 
tots	t 'o t s	 t 'ɔ t s 
meva	m 'e v ə	 m 'ə v ə 
sempre	s 'e m p ɾ ə	 s 'ə m p ɾ ə 
I	'i	 i 
he	'e	 'a 
hem	'ə m	 'a m 
cosa	k 'ɔ z ə	 k 'o z ə 
seves	s 'e v ə s	 s 'ə v ə s 
se	s 'ə	 s ə 
Les	l 'ə s	 l ə s 
sistema	s i s t 'e m ə	 s i s t 'ə m ə 
Em	'ə m	 ə m 
tota	t 'o t ə	 t 'ɔ t ə 
et	'ə t	 ə t 
moment	m o m 'e n t	 m u m 'e n t 
Es	'ə s	 ə s 
poder	p o ð 'ə	 p o ð 'e 
Al	'ə l	 'a l 
hores	'ɔ ɾ ə s	 ə 'o ə s 
totes	t 'o t ə s	 t 'ɔ t ə s 
coses	k 'ɔ z ə s	 k 'o z ə s 
Hi	'i	 i 
Com	k 'ɔ m	 k 'o m 
dona	d 'ɔ n ə	 d 'o n ə 
diferents	d i f ə ɾ 'e n s	 d i f ə ɾ 'e n t s 
haver	ə v 'ə	 ə v 'e 
tenen	t 'e n ə n	 t 'ə n ə n 
Li	l 'i	 l i 
Amb	'ə m	 'a m b 
nens	n 'ə n s	 n 'e n s 
centre	s 'e n t ɾ ə	 s 'ɛ n t ɾ ə 
sota	s 'o t ə	 s 'ɔ t ə 
ben	b 'e n	 b 'ə n 
pels	p 'ə l s	 p 'ɛ l s 
molts	m 'o l s	 m 'o l t s 
contra	k 'o n t ɾ ə	 k 'ɔ n t ɾ ə 
saber	s ə β 'ə	 s ə β 'e 
mig	m 'i t ʃ	 m 'i k 
cotxe	k 'o t ʃ o	 k 'ɔ t ʃ ə 
Ho	'o	 o 
moltes	m 'o l t ə s	 m 'ɔ l t ə s 
mateixa	m ə t 'e ʃ ə	 m ə t 'ɛ ʃ ə 
eren	'e ɾ ə n	 'ɛ ɾ ə n 
mes	m 'e s	 m 'ə s 
Queden	k 'e ð ə n	 k 'ə ð ə n 
mort	m 'ɔ ɾ t	 m 'o ɾ t 
forma	f 'o ɾ m ə	 f 'ɔ ɾ m ə 
fora	f 'ɔ ɾ ə	 f 'o ɾ ə 
home	'ɔ m o	 ə m ə 
ve	v 'e	 v 'ə 
trenta	t ɾ 'ə n t ə	 t ɾ 'e n t ə 
sento	s 'e n t o	 s 'ɛ n t o 
He	'e	 'a 
hora	'ɔ ɾ ə	 ə ɾ ə 
Vaig	v 'a t ʃ	 v 'a ʃ 
problemes	p ɾ o β l 'ɛ m ə s	 p ɾ o β l 'ə m ə s 
Tot	t 'o t	 t 'ɔ t 
darrere	d ə r 'e ɾ ə	 d ə r 'ɛ ɾ ə 
teva	t 'e v ə	 t 'ə v ə 
tretze	t ɾ 'e d z ə	 t ɾ 'ə d z ə 
tema	t 'e m ə	 t 'ə m ə 
molta	m 'o l t ə	 m 'ɔ l t ə 
dotze	d 'o d z ə	 d 'ɔ d z ə 
dones	d 'ɔ n ə s	 d 'o n ə s 
queda	k 'e ð ə	 k 'ə ð ə 
noi	n 'ɔ j	 n 'o i 
fort	f 'ɔ ɾ t	 f 'o ɾ t 
Ens	'ə n s	 ə n s 
llengua	ʎ 'e ŋ g w ə	 ʎ 'ə ŋ g w ə 
comença	k o m 'ɛ n s ə	 k o m 'e n s ə 
tard	t 'a ɾ t	 t 'a ɾ ə 
segle	s 'e g g l ə	 s 'ə ɣ l ə 
Tots	t 'o t s	 t 'ɔ t s 
hagi	'a ʒ i	 ə ʒ i 
Que	k 'ə	 k ə 
jove	ʒ 'o v ə	 ʒ 'ɔ v ə 
catorze	k ə t 'o ɾ z ə	 k ə t 'ɔ ɾ z ə 
joves	ʒ 'o v ə s	 ʒ 'ɔ v ə s 
Sempre	s 'e m p ɾ ə	 s 'ə m p ɾ ə 
faig	f 'a t ʃ	 f 'a j ə 
meves	m 'e v ə s	 m 'ə v ə s 
Coneixement	k o n ə ʃ ə m 'e n t	 k u n ə ʃ ə m 'e n t 
llarg	ʎ 'a ɾ k	 ʎ 'a ɾ ə 
document	d o k u m 'e n t	 d u k u m 'e n t 
contingut	k o n t i ŋ g 'u t	 k u n t i ŋ g 'u t 
boca	b 'o k ə	 b 'ɔ k ə 
temes	t 'e m ə s	 t 'ə m ə s 
tecla	t 'e k l ə	 t 'ɛ k l ə 
homes	'ɔ m ə s	 ə 'o m ə s 
centres	s 'e n t ɾ ə s	 s 'ɛ n t ɾ ə s 
Lleida	ʎ 'e j ð ə	 ʎ 'ə j ð ə 
tens	t 'ə n s	 t 'e n s 
maig	m 'a t ʃ	 m 'a ʃ 
trens	t ɾ 'ə n s	 t ɾ 'e n s 
importants	i m p o ɾ t 'a n s	 i m p o ɾ t 'a n t s 
aspectes	ə s p 'ɛ t t ə s	 ə s p 'ə t t ə s 
fes	f 'e s	 f 'ə s 
vuitanta	v u j t 'a n t ə	 v u i t 'a n t ə 
torna	t 'o ɾ n ə	 t 'ɔ ɾ n ə 
suport	s u p 'ɔ ɾ t	 s u p 'o ɾ t 
queden	k 'e ð ə n	 k 'ə ð ə n 
peixos	p 'e ʃ o s	 p 'ɛ ʃ o s 
haig	'a t ʃ	 ə 'i ə 
foto	f 'o t o	 f 'ɔ t o 
Pere	p 'e ɾ ə	 p 'ɛ ɾ ə 
O	'ɔ	 'o 
moviment	m o v i m 'e n t	 m u v i m 'e n t 
instants	i n s t 'a n s	 i n s t 'a n t s 
etcètera	ə t s 'ɛ t ə ɾ ə	 ə t s 'ə t ə ɾ ə 
dòlars	d 'ɔ l ə s	 d u l 'a s 
conte	k 'o n t ə	 k 'ɔ n t ə 
me'n	m ə n	 m 'ə n 
bossa	b 'o s ə	 b 'ɔ s ə 
Hem	'ə m	 'a m 
pedra	p 'e ð ɾ ə	 p 'ə ð ɾ ə 
paisatge	p ə j z 'a d ʒ ə	 p ə i z 'a d ʒ ə 
nois	n 'ɔ j s	 n 'o i s 
mètode	m 'ɛ t o ð ə	 m 'ə t o ð ə 
gens	ʒ 'ə n s	 g 'e n s 
formes	f 'o ɾ m ə s	 f 'ɔ ɾ m ə s 
espai	ə s p 'a j	 ə s p 'a i 
cotxes	k 'o t ʃ ə s	 k 'ɔ t ʃ ə s 
compra	k 'o m p ɾ ə	 k 'ɔ m p ɾ ə 
Reconeixement	r ə k o n ə ʃ ə m 'e n t	 r ə k u n ə ʃ ə m 'e n t 
Montse	m 'o n s ə	 m 'ɔ n t s ə 
respecte	r ə s p 'ɛ t t ə	 r ə s p 'ə t t ə 
parts	p 'a ɾ s	 p 'a ɾ t s 
me	m 'ə	 m ə 
mateixos	m ə t 'e ʃ o s	 m ə t 'ɛ ʃ o s 
gossos	g 'o s o s	 g 'ɔ s o s 
Pel	p 'ə l	 p 'ɛ l 
Et	'ə t	 ə t 
últims	'u l t i n s	 u l t 'i n s 
volen	v 'o l ə n	 v 'ɔ l ə n 
plens	p l 'ə n s	 p l 'e n s 
funcionament	f u n s i o n ə m 'e n t	 f u n s i u n ə m 'e n t 
dimecres	d i m 'e k ɾ ə s	 d i m 'ɛ k ɾ ə s 
deixen	d 'e ʃ ə n	 d 'ə ʃ ə n 
coneixement	k o n ə ʃ ə m 'e n t	 k u n ə ʃ ə m 'e n t 
Sense	s 'e n s ə	 s 'ə n s ə 
veuen	v 'ə w ə n	 v 'ɛ w ə n 
transport	t ɾ ə n s p 'ɔ ɾ t	 t ɾ ə n s p 'o ɾ t 
processos	p ɾ o s 'e s o s	 p ɾ o s 'ə s o s 
problema	p ɾ o β l 'ɛ m ə	 p ɾ o β l 'ə m ə 
pedres	p 'e ð ɾ ə s	 p 'ə ð ɾ ə s 
desig	d ə z 'i t ʃ	 d ə z 'i 
fosca	f 'o s k ə	 f 'ɔ s k ə 
fer-ho	f 'e ɾ o	 f 'ɛ ɾ o 
entendre	ə n t 'e n d ɾ ə	 ə n t 'ə n d ɾ ə 
dolça	d 'o l s ə	 d 'ɔ l s ə 
Vielha	v i 'ɛ l ə	 v i ə l 'a 
ves	v 'e s	 v 'ə s 
torno	t 'o ɾ n o	 t 'ɔ ɾ n o 
sistemes	s i s t 'e m ə s	 s i s t 'ə m ə s 
metges	m 'e d ʒ ə s	 m 'ə d ʒ ə s 
formen	f 'o ɾ m ə n	 f 'ɔ ɾ m ə n 
consum	k o n s 'u m	 k u n s 'u m 
boig	b 'ɔ t ʃ	 b u 'i ə 
aspecte	ə s p 'ɛ t t ə	 ə s p 'ə t t ə 
Montserrat	m o n s ə r 'a t	 m u n t s ə r 'a t 
i	'i	 i 
vespre	v 'e s p ɾ ə	 v 'ə s p ɾ ə 
sabent	s ə β 'ɛ n t	 s ə β 'e n t 
representants	r ə p ɾ ə z ə n t 'a n s	 r ə p ɾ ə z ə n t 'a n t s 
reforma	r ə f 'o ɾ m ə	 r ə f 'ɔ ɾ m ə 
quedo	k 'e ð o	 k 'ə ð o 
néixer	n 'e ʃ ə	 n ə ʃ 'e  
meitat	m ə j t 'a t	 m ə i t 'a t 
hagin	'a ʒ i n	 ə ʒ i n 
equips	ə k 'i t s	 ə k 'i p s 
doble	d 'o b b l ə	 d 'ɔ b b l ə 
disposen	d i s p 'o z ə n	 d i s p 'ɔ z ə n 
conscient	k o n t s i 'e n t	 k o n s i 'e n t 
Moltes	m 'o l t ə s	 m 'ɔ l t ə s 
Als	'ə l s	 'a l s 
ésser	'e s ə	 e s 'e  
època	'ɛ p o k ə	 'ə p o k ə 
A	'ə	 ə 
voler	v o l 'ə	 v o l 'e 
interessants	i n t ə ɾ ə s 'a n s	 i n t ə ɾ ə s 'a n t s 
bombes	b 'o m b ə s	 b 'ɔ m b ə s 
Soc	s 'o k	 s 'ɔ k 
èpoques	'ɛ p o k ə s	 'ə p o k ə s 
transports	t ɾ ə n s p 'ɔ ɾ s	 t ɾ ə n s p 'o ɾ t s 
teves	t 'e v ə s	 t 'ə v ə s 
quarts	k w 'a ɾ s	 k w 'a ɾ t s 
presenten	p ɾ ə z 'e n t ə n	 p ɾ ə z 'ə n t ə n 
perd	p 'ɛ ɾ t	 p 'ɛ ɾ i 
ordre	'o ɾ ð ɾ ə	 'ɔ ɾ ð ɾ ə 
fotos	f 'o t o s	 f 'ɔ t o s 
esport	ə s p 'ɔ ɾ t	 ə s p 'o ɾ t 
deixo	d 'e ʃ o	 d 'ɛ ʃ o 
Sento	s 'e n t o	 s 'ɛ n t o 
Faig	f 'a t ʃ	 f 'a j ə 
Conca	k 'o ŋ k ə	 k 'ɔ ŋ k ə 
visitants	v i z i t 'a n s	 v i z i t 'a n t s 
tants	t 'a n s	 t 'a n t s 
sentin	s 'e n t i n	 s 'ɛ n t i n 
segles	s 'e g g l ə s	 s 'ə ɣ l ə s 
representen	r ə p ɾ ə z 'e n t ə n	 r ə p ɾ ə z 'ə n t ə n 
regles	r 'e g g l ə s	 r 'ə ɣ l ə s 
reconeixement	r ə k o n ə ʃ ə m 'e n t	 r ə k u n ə ʃ ə m 'e n t 
pèl	p 'ə l	 p 'ɛ l 
provoca	p ɾ o v 'o k ə	 p ɾ o v 'ɔ k ə 
premsa	p ɾ 'e n s ə	 p ɾ 'ə m z ə 
port	p 'ɔ ɾ t	 p 'o ɾ t 
metge	m 'e d ʒ ə	 m 'ə d ʒ ə 
lluitar	ʎ u j t 'a	 ʎ u i t 'a 
immens	i m m 'ə n s	 i m m 'e n s 
enorme	ə n 'o ɾ m ə	 ə n 'ɔ ɾ m ə 
elfs	'ɛ l t s	 'ɛ l i s 
créixer	k ɾ 'e ʃ ə	 k ɾ ə ʃ 'e  
continguts	k o n t i ŋ g 'u t s	 k u n t i ŋ g 'u t s 
conceptes	k o n s 'ɛ t t ə s	 k o n s 'ə t t ə s 
començament	k o m ə n s ə m 'e n t	 k u m ə n s ə m 'e n t 
atendre	ə t 'e n d ɾ ə	 ə t 'ə n d ɾ ə 
Totes	t 'o t ə s	 t 'ɔ t ə s 
Boi	b 'ɔ j	 b 'o i 
Com	k 'ɔ m	 k 'o m 
volgut	v o l ɣ 'u t	 v u l ɣ 'u t 
ull	'u j	 'u ʎ 
tornes	t 'o ɾ n ə s	 t 'ɔ ɾ n ə s 
tinguessin	t i ŋ g 'e s i n	 t i ŋ g 'ə s i n 
telèfons	t ə l 'ə f o n s	 t ə l ə f 'o n s 
sèries	s 	 s 'ɛ ɾ i ə s 
saps	s 'a t s	 s 'a p s 
pèls	p 'ə l s	 p 'ɛ l s 
mots	m 'o t s	 m 'ɔ t s 
moto	m 'o t o	 m 'ɔ t o 
mot	m 'o t	 m 'ɔ t 
moribund	m o ɾ i β 'u n t	 m o ɾ i β 'u n d 
m'hi	m i	 m 'a 
llest	ʎ 'e s t	 ʎ 'ə s t 
llengües	ʎ 'e ŋ g w ə s	 ʎ 'ə ŋ g w ə s 
enmig	ə m m 'i t ʃ	 ə n m 'i k 
creador	k ɾ e ə ð 'o	 k ɾ ə ə ð 'o 
contes	k 'o n t ə s	 k 'ɔ n t ə s 
consultes	k o n s 'u l t ə s	 k u n s 'u l t ə s 
concepte	k o n s 'ɛ t t ə	 k o n s 'ə t t ə 
Tremp	t ɾ 'e m p	 t ɾ 'ə m p 
Pesa	p 'e z ə	 p 'ə z ə 
Molts	m 'o l s	 m 'o l t s 
Fes	f 'e s	 f 'ə s 
éssers	'e s ə s	 e s 'e s 
èxits	'ə t s i t s	  e t s i t s 
En	'ə n	 ə n 
sants	s 'a n s	 s 'a n t s 
realitzen	r e ə l 'i d z ə n	 r ə ə l 'i d z ə n 
raig	r 'a t ʃ	 r ə 'i ə 
plataforma	p l ə t ə f 'o ɾ m ə	 p l ə t ə f 'ɔ ɾ m ə 
peatges	p e 'a d ʒ ə s	 p ə 'a d ʒ ə s 
morts	m 'ɔ ɾ s	 m 'o ɾ t s 
menja	m 'e n ʒ ə	 m 'ə n ʒ ə 
mateixes	m ə t 'e ʃ ə s	 m ə t 'ə ʃ ə s 
intento	i n t 'e n t o	 i n t 'ɛ n t o 
intenten	i n t 'e n t ə n	 i n t 'ə n t ə n 
fruits	f ɾ 'u j t s	 f ɾ u 'i t s 
enormes	ə n 'o ɾ m ə s	 ə n 'ɔ ɾ m ə s 
currículum	k u r 'i k u l u m	 k u r i k u l 'u m 
corre	k 'o r ə	 k 'ɔ r ə 
copes	k 'o p ə s	 k 'ɔ p ə s 
consulta	k o n s 'u l t ə	 k u n s 'u l t ə 
comportament	k o m p o ɾ t ə m 'e n t	 k u m p u ɾ t ə m 'e n t 
bombers	b o m b 'e s	 b u m b 'e s 
alcohol	ə l k o 'ɔ l	 ə l k o 'a l 
Torna	t 'o ɾ n ə	 t 'ɔ ɾ n ə 
Eren	'e ɾ ə n	 'ɛ ɾ ə n 
Antoni	ə n t 'ɔ n i	 ə n t 'o n i 
èxit	'ə t s i t	  e t s i t 
vivendes	v i v 'e n d ə s	 v i v 'ə n d ə s 
vivenda	v i v 'e n d ə	 v i v 'ə n d ə 
tornen	t 'o ɾ n ə n	 t 'ɔ ɾ n ə n 
suportar-ho	s u p o ɾ t 'a ɾ o	 s u p o ɾ t 'a ɾ i 
sisè	s i z 'ə	 s i s 'ə 
rèptil	r 'ə t t i l	 r 'ɛ t t i l 
repte	r 'ɛ t t ə	 r 'ə t t ə 
recents	r ə s 'e n s	 r ə s 'e n t s 
poesia	p o ə z 'i ə	 p o ə s 'i ə 
plàncton	p l 'a ŋ t t o n	 p l ə n t t 'o n 
neboda	n ə β 'o ð ə	 n ə β 'ɔ ð ə 
lo	l 'o	 l o 
llop	ʎ 'o p	 ʎ 'ɔ p 
llagosta	ʎ ə ɣ 'o s t ə	 ʎ ə ɣ 'ɔ s t ə 
jersei	ʒ ə ɾ s 'ə j	 ʒ ə ɾ s 'ə i 
intens	i n t 'ə n s	 i n t 'e n s 
herois	ə ɾ 'ɔ j s	 ə ɾ 'o i s 
gotes	g 'o t ə s	 g 'ɔ t ə s 
gota	g 'o t ə	 g 'ɔ t ə 
glop	g l 'o p	 g l 'ɔ p 
fosques	f 'o s k ə s	 f 'ɔ s k ə s 
fetge	f 'e d ʒ ə	 f 'ə d ʒ ə 
esports	ə s p 'ɔ ɾ s	 ə s p 'o ɾ t s 
esmorteïts	ə z m o ɾ t ə 'i t s	 ə z m o ɾ t ə 'i s 
endarrere	ə n d ə r 'e ɾ ə	 ə n d ə r 'ɛ ɾ ə 
encendre	ə n s 'e n d ɾ ə	 ə n s 'ə n d ɾ ə 
donen	d 'o n ə n	 d 'ɔ n ə n 
dimonis	d i m 'ɔ n i s	 d i m 'o n i s 
deuen	d 'ə w ə n	 d 'ɛ w ə n 
descens	d ə t s 'ə n s	 d ə s k 'e n s 
corbes	k 'o ɾ β ə s	 k 'ɔ ɾ β ə s 
concerts	k o n s 'ɛ ɾ s	 k o n s 'ɛ ɾ t s 
compro	k 'o m p ɾ o	 k 'ɔ m p ɾ o 
argument	ə ɾ ɣ u m 'e n t	 a ɾ ɣ u m 'e n t 
aliment	ə l i m 'e n t	 a l i m 'e n t 
agenda	ə ʒ 'e n d ə	 ə ʒ 'ɛ n d ə 
Sants	s 'a n s	 s 'a n t s 
Respecte	r ə s p 'ɛ t t ə	 r ə s p 'ə t t ə 
Res	r 'ɛ s	 r 'ə s 
Londres	l 'o n d ɾ ə s	 l 'ɔ n d ɾ ə s 
Intento	i n t 'e n t o	 i n t 'ɛ n t o 
Huelva	u 'ɛ l v ə	 ə 'ɛ l v ə 
Horts	'ɔ ɾ s	 ə ɾ t s 
Deixo	d 'e ʃ o	 d 'ɛ ʃ o 
o	'ɔ	 'o 
vianants	v i ə n 'a n s	 v i ə n 'a n t s 
transparents	t ɾ ə n s p ə ɾ 'e n s	 t ɾ ə n s p ə ɾ 'e n t s 
testimonis	t ə s t i m 'ɔ n i s	 t ə s t i m 'o n i s 
te	t 'ə	 t ə 
sencera	s ə n s 'ə ɾ ə	 s ə n s 'e ɾ ə 
rècord	r 'ə k o ɾ t	 r 'ɛ k o ɾ t 
retrobo	r ə t ɾ 'o β o	 r ə t ɾ 'ɔ β o 
renda	r 'e n d ə	 r 'ə n d ə 
profund	p ɾ o f 'u n t	 p ɾ o f 'u n d 
parer	p ə ɾ 'ə	 p ə ɾ 'e 
oberts	o β 'ɛ ɾ s	 o β 'ɛ ɾ t s 
menjo	m 'e n ʒ o	 m 'ɛ n ʒ o 
mantenen	m ə n t 'e n ə n	 m ə n t 'ə n ə n 
lleixa	ʎ 'e ʃ ə	 ʎ 'ə ʃ ə 
goig	g 'ɔ t ʃ	 g u 'i ə 
foscos	f 'o s k o s	 f 'ɔ s k o s 
forts	f 'ɔ ɾ s	 f 'o ɾ t s 
foren	f 'o ɾ ə n	 f 'ɔ ɾ ə n 
estrangers	ə s t ɾ ə n ʒ 'e s	 ə s t ɾ ə ŋ g 'e s 
esperen	ə s p 'e ɾ ə n	 ə s p 'ɛ ɾ ə n 
empleats	ə m p l e 'a t s	 ə m p l ə 'a t s 
dimoni	d i m 'ɔ n i	 d i m 'o n i 
descobriment	d ə s k o β ɾ i m 'e n t	 d ə s k u β ɾ i m 'e n t 
corrents	k o r 'e n s	 k o r 'e n t s 
corren	k 'o r ə n	 k 'ɔ r ə n 
comparseros	k o m p ə ɾ s 'e ɾ o s	 k o m p ə ɾ s 'ɛ ɾ o s 
celebra	s ə l 'e β ɾ ə	 s ə l 'ə β ɾ ə 
bàsquet	b 'a s k ə t	 b ə s k 'ə t 
bàndols	b 'a n d o l s	 b ə n d 'ɔ l s 
bateria	b ə t ə ɾ 'i ə	  b e t ə ɾ 'i ə 
adolescent	ə ð o l ə t s 'e n t	 ə ð o l ə s k 'e n t 
Volen	v 'o l ə n	 v 'ɔ l ə n 
Tens	t 'ə n s	 t 'e n s 
Sota	s 'o t ə	 s 'ɔ t ə 
Pontevedra	p o n t ə v 'e ð ɾ ə	 p o n t ə v 'ə ð ɾ ə 
Pels	p 'ə l s	 p 'ɛ l s 
Menjo	m 'e n ʒ o	 m 'ɛ n ʒ o 
Home	'ɔ m o	 ə m ə 
Centre	s 'e n t ɾ ə	 s 'ɛ n t ɾ ə 
voltants	v o l t 'a n s	 v o l t 'a n t s 
volent	v o l 'ɛ n t	 v o l 'e n t 
vehemència	v ə ə m 'ɛ n s i ə	 v e ə m 'ɛ n s i ə 
transforma	t ɾ ə n s f 'o ɾ m ə	 t ɾ ə n s f 'ɔ ɾ m ə 
tortugues	t o ɾ t 'u ɣ ə s	 t u ɾ t 'u ɣ ə s 
tornant-se	t o ɾ n 'a n s ə	 t o ɾ n 'a n t s ə 
tonto	t 'o n t o	 t 'ɔ n t o 
testimoni	t ə s t i m 'ɔ n i	 t ə s t i m 'o n i 
tecles	t 'e k l ə s	 t 'ɛ k l ə s 
subproductes	s u p p ɾ o ð 'u t t ə s	 s u β p ɾ o ð 'u t t ə s 
sopars	s o p 'a s	 s o p 'a ɾ s 
sofre	s 'o f ɾ ə	 s 'ɔ f ɾ ə 
sistema	s i s t 'e m ə	 s i s t 'ə m ə 
sencer	s ə n s 'ə	 s ə n s 'e 
ronda	r 'o n d ə	 r 'ɔ n d ə 
ressona	r ə s 'ɔ n ə	 r ə s 'o n ə 
rere	r 'e ɾ ə	 r 'ɛ ɾ ə 
reformes	r ə f 'o ɾ m ə s	 r ə f 'ɔ ɾ m ə s 
recorre	r ə k 'o r ə	 r ə k 'ɔ r ə 
realitza	r e ə l 'i d z ə	 r ə ə l 'i d z ə 
raonament	r ə o n ə m 'e n t	 r ə u n ə m 'e n t 
pàrquing	p 'a ɾ k i ŋ k	 p ə ɾ k 'i ŋ k 
prèvia	p ɾ 'ə v i ə	 p ɾ 'ɛ v i ə 
presses	p ɾ 'e s ə s	 p ɾ 'ə s ə s 
presents	p ɾ ə z 'e n s	 p ɾ ə z 'e n t s 
presento	p ɾ ə z 'e n t o	 p ɾ ə z 'ɛ n t o 
preciosa	p ɾ ə s i 'o z ə	 p ɾ ə s i 'o s ə 
ports	p 'ɔ ɾ s	 p 'o ɾ t s 
poguessin	p o ɣ 'e s i n	 p o ɣ 'ə s i n 
penja	p 'e n ʒ ə	 p 'ə n ʒ ə 
pengen	p 'e n ʒ ə n	 p 'ɛ n ʒ ə n 
passaport	p ə s ə p 'ɔ ɾ t	 p ə s ə p 'o ɾ t 
ordres	'o ɾ ð ɾ ə s	 'ɔ ɾ ð ɾ ə s 
omple	'o m p l ə	 'ɔ m p l ə 
ombres	'o m b ɾ ə s	 'ɔ m b ɾ ə s 
mengen	m 'e n ʒ ə n	 m 'ɛ n ʒ ə n 
matrimoni	m ə t ɾ i m 'ɔ n i	 m ə t ɾ i m 'o n i 
lluitava	ʎ u j t 'a v ə	 ʎ u i t 'a v ə 
lletja	ʎ 'e d ʒ ə	 ʎ 'ə d ʒ ə 
lleig	ʎ 'e t ʃ	 ʎ ə 'i ə 
kafkianes	k ə f k i 'a n ə s	 k ə f i i 'a n ə s 
integrants	i n t ə ɣ ɾ 'a n s	 i n t ə ɣ ɾ 'a n t s 
ideals	i ð e 'a l s	 i ð ə 'a l s 
hàbits	'a β i t s	 ə β i t s 
grecs	g ɾ 'e t s	 g ɾ 'ə t s 
grec	g ɾ 'e k	 g ɾ 'ɛ k 
grandiosa	g ɾ ə n d i 'o z ə	 g ɾ ə n d i 'o s ə 
golfes	g 'o l f ə s	 g 'ɔ l f ə s 
gespa	ʒ 'e s p ə	 ʒ 'ə s p ə 
gasoil	g ə z 'ɔ j l	 g ə z u 'i l 
fronts	f ɾ 'o n s	 f ɾ 'o n t s 
fotre	f 'o t ɾ ə	 f 'ɔ t ɾ ə 
fem-ho	f 'ɛ m o	 f 'ə m o 
espongiformes	ə s p o n ʒ i f 'o ɾ m ə s	 ə s p o n ʒ i f 'ɔ ɾ m ə s 
esmorzen	ə z m 'o ɾ z ə n	 ə z m 'ɔ ɾ z ə n 
escolta	ə s k 'o l t ə	 ə s k 'ɔ l t ə 
escletxa	ə s k l 'e t ʃ ə	 ə s k l 'ə t ʃ ə 
empremtes	ə m p ɾ 'e n t ə s	 ə m p ɾ 'ə m t ə s 
elèctrics	ə l 'ə t t ɾ i t s	 ə l ə t t ɾ 'i t s 
dècada	d 'ə k ə ð ə	 d 'ɛ k ə ð ə 
dotant-les	d o t 'a n l ə s	 d o t 'a n d l ə s 
difondre	d i f 'o n d ɾ ə	 d i f 'ɔ n d ɾ ə 
demandants	d ə m ə n d 'a n s	 d ə m ə n d 'a n t s 
creixen	k ɾ 'e ʃ ə n	 k ɾ 'ɛ ʃ ə n 
conscients	k o n t s i 'e n s	 k o n s i 'e n s 
conca	k 'o ŋ k ə	 k 'ɔ ŋ k ə 
comte	k 'o n t ə	 k 'ɔ n t ə 
compren	k 'o m p ɾ ə n	 k 'ɔ m p ɾ ə n 
comissura	k o m i s 'u ɾ ə	 k u m i s 'u ɾ ə 
comenten	k o m 'e n t ə n	 k o m 'ə n t ə n 
colze	k 'o l z ə	 k 'ɔ l z ə 
certs	s 'ɛ ɾ s	 s 'ɛ ɾ t s 
ceptre	s 'e t t ɾ ə	 s 'ə t t ɾ ə 
bots	b 'o t s	 b 'ɔ t s 
bosses	b 'o s ə s	 b 'ɔ s ə s 
borsa	b 'o ɾ s ə	 b 'ɔ ɾ s ə 
borda	b 'o ɾ ð ə	 b 'ɔ ɾ ð ə 
bateries	b ə t ə ɾ 'i ə s	  b e t ə ɾ 'i ə s 
assessorament	ə s ə s o ɾ ə m 'e n t	 ə s ə s u ɾ ə m 'e n t 
arts	'a ɾ s	 'a ɾ t s 
arreglat	ə r ə g g l 'a t	 ə r ə ɣ l 'a t 
aliens	ə l i 'ə n s	 ə l i 'e n s 
aimara	ə j m 'a ɾ ə	 ə i m 'a ɾ ə 
agafant-me	ə ɣ ə f 'a m m ə	 ə ɣ ə f 'a n t m ə 
accepto	ə t s 'e t t o	 ə t s 'ɛ t t o 
Torre	t 'o r ə	 t 'ɔ r ə 
Tornes	t 'o ɾ n ə s	 t 'ɔ ɾ n ə s 
Tenen	t 'e n ə n	 t 'ə n ə n 
Sabent	s ə β 'ɛ n t	 s ə β 'e n t 
Ribagorça	r i β ə ɣ 'o ɾ s ə	 r i β ə ɣ 'ɔ ɾ s ə 
Regne	r 'e n n ə	 r 'ə n n ə 
Perdoni	p ə ɾ ð 'ɔ n i	 p ə ɾ ð 'o n i 
Mèxic	m 'ə t s i k	 m 'ɛ t s i k 
Mig	m 'i t ʃ	 m 'i k 
Me	m 'ə	 m ə 
Hola	'ɔ l ə	 ə l ə 
Formes	f 'o ɾ m ə s	 f 'ɔ ɾ m ə s 
Escolta	ə s k 'o l t ə	 ə s k 'ɔ l t ə 
Eivissa	ə j v 'i s ə	 ə i v 'i s ə 
Dones	d 'ɔ n ə s	 d 'o n ə s 
Dimecres	d i m 'e k ɾ ə s	 d i m 'ɛ k ɾ ə s 
Del	d 'ə l	 d ə l 
Celoni	s ə l 'ɔ n i	 s ə l 'o n i 
Volen	v 'o l ə n	 v 'ɔ l ə n 
Hi	'i	 i 
De	d 'ə	 d ə 
xops	ʃ 'o t s	 ʃ 'ɔ t s 
vinguessis	v i ŋ g 'e s i s	 v i ŋ g 'ə s i s 
vents	v 'e n s	 v 'e n t s 
transbordament	t ɾ ə n z β o ɾ ð ə m 'e n t	 t ɾ ə n z β u ɾ ð ə m 'e n t 
tenda	t 'e n d ə	 t 'ɛ n d ə 
sentint-se	s ə n t 'i n s ə	 s ə n t 'i n t s ə 
sens	s 'ə n s	 s 'e n s 
retorna	r ə t 'o ɾ n ə	 r ə t 'ɔ ɾ n ə 
relacioni	r ə l ə s i 'ɔ n i	 r ə l ə s i 'o n i 
