A	'ə	 ə 
batxillerat	b ə t ʃ i ʎ ə ɾ 'a t	 b ə t ʃ 'i ʎ ə ɾ 'a t 
batxillerats	b ə t ʃ i ʎ ə ɾ 'a t s	 b ə t ʃ 'i ʎ ə ɾ 'a t s 
baül	b ə 'u l	 b 'a ʎ 
be	b 'e	 b 'ɛ 
Beatriu	b e ə t ɾ 'i w	 b e ə t ɾ 'i u 
becquerel	b ə k k ə ɾ 'ɛ l	 b 'ɛ k k ə ɾ 'ɛ l 
beguina	b ə ɣ 'i n ə	 b ə ɣ u 'i n ə 
bei	b 'ɛ j	 b 'ɛ i 
beisbol	b ə j z β 'ɔ l	 b ə i z β 'o l 
beix	b 'e ʃ	 b 'ɛ ʃ 
beixamel	b ə ʃ ə m 'ɛ l	 b 'ɛ ʃ ə m 'ɛ l 
Belgrad	b ə l ɣ ɾ 'a t	 b ə l ɣ ɾ 'a ð 
bell	b 'e ʎ	 b 'ɛ ʎ 
bella	b 'e ʎ ə	 b 'ɛ ʎ ə 
belles	b 'e ʎ ə s	 b 'ɛ ʎ ə s 
bellugueig	b ə ʎ u ɣ 'ɛ t ʃ	 b ə ʎ u ɣ u 'ɛ ʃ 
bemoll	b ə m 'ɔ ʎ	 b ə m 'o ʎ 
ben	b 'e n	 b 'ɛ n 
Benaguasil	b ə n ə ɣ w ə z 'i l	 b ə n ə ɣ w ə s 'i l 
benedictí	b ə n ə ð i k t 'i	 b ə n ə ð 'i k t 'i 
beneficiarà	b ə n ə f i s i ə ɾ 'a	 b ə n ə f i s i 'a ɾ 'a 
beneficiosa	b ə n ə f i s i 'o z ə	 b ə n ə f i s i 'ɔ z ə 
beneficioses	b ə n ə f i s i 'o z ə s	 b ə n ə f i s i 'ɔ z ə s 
beneficiosos	b ə n ə f i s i 'o z u s	 b ə n ə f i s i 'ɔ z u s 
beneitó	b ə n ə j t 'o	 b ə n ə 'i t 'o 
benvolguda	b ə m b u l ɣ 'u ð ə	 b ə m b 'ɔ l ɣ 'u ð ə 
benvolgudes	b ə m b u l ɣ 'u ð ə s	 b ə m b 'ɔ l ɣ 'u ð ə s 
benvolguts	b ə m b u l ɣ 'u t s	 b ə m b 'ɔ l ɣ 'u t s 
bes	b 'e s	 b 'ɛ s 
Besalú	b ə z ə l 'u	 b ə z 'a l 'u 
besneboda	b ə z n ə β 'ɔ ð ə	 b 'ɛ z n ə β 'ɔ ð ə 
besnebot	b ə z n ə β 'o t	 b 'ɛ z n ə β 'o t 
beso	b 'e z u	 b 'ɛ z u 
bessona	b ə s 'o n ə	 b ə s 'ɔ n ə 
bessones	b ə s 'o n ə s	 b ə s 'ɔ n ə s 
Bétera	b 'e t ə ɾ ə	 b 'e t 'e ɾ ə 
bigudí	b i ɣ u ð 'i	 b i ɣ 'u ð 'i 
billar	b i ʎ 'a r	 b i ʎ 'a 
bioflavonoide	b i u f l ə β u n 'ɔ j ð ə	 b i u f l ə β u n 'ɔ 'i ð ə 
bioluminescència	b i u l u m i n ə s 'ɛ n s i ə	 b i u l u m 'i n ə s 'ɛ n s i ə 
bipolar	b i p u l 'a r	 b i p u l 'a 
bisbalenc	b i z β ə l 'ɛ ŋ	 b i z β ə l 'ɛ n s 
bismut	b i z m 'u t	 b 'i z m 'u t 
bizantí	b i z ə n t 'i	 b i z 'a n t 'i 
bizantina	b i z ə n t 'i n ə	 b i z 'a n t 'i n ə 
blanqueig	b l ə ŋ k 'ɛ t ʃ	 b l ə ŋ k 'ɛ ʃ 
blavenc	b l ə β 'ɛ ŋ	 b l ə β 'ɛ n s 
blavosa	b l ə β 'o z ə	 b l 'a β 'ɔ z ə 
bloc	b l 'ɔ k	 b l 'o k 
blocs	b l 'ɔ k s	 b l 'o k s 
bloqueig	b l u k 'ɛ t ʃ	 b l u k 'ɛ ʃ 
bloquejada	b l u k ə ʒ 'a ð ə	 b l 'ɔ k ə ʒ 'a ð ə 
bloquejades	b l u k ə ʒ 'a ð ə s	 b l 'ɔ k ə ʒ 'a ð ə s 
bloquejar	b l u k ə ʒ 'a	 b l 'ɔ k ə ʒ 'a 
bloquejat	b l u k ə ʒ 'a t	 b l 'ɔ k ə ʒ 'a t 
bloquejats	b l u k ə ʒ 'a t s	 b l 'ɔ k ə ʒ 'a t s 
bo	b 'ɔ	 b 'o 
bobolinc	b u β u l 'i ŋ	 b u β u l 'i ŋ k 
boca	b 'o k ə	 b 'ɔ k ə 
boda	b 'o ð ə	 b 'ɔ ð ə 
bodes	b 'o ð ə s	 b 'ɔ ð ə s 
boga	b 'o ɣ ə	 b 'ɔ ɣ ə 
boïc	b u 'i k	 b 'ɔ 'i k 
boicotejada	b u j k u t ə ʒ 'a ð ə	 b 'ɔ j k u t ə ʒ 'a ð ə 
boicotejades	b u j k u t ə ʒ 'a ð ə s	 b 'ɔ j k u t ə ʒ 'a ð ə s 
boicotejar	b u j k u t ə ʒ 'a	 b 'ɔ j k u t ə ʒ 'a 
boicotejat	b u j k u t ə ʒ 'a t	 b 'ɔ j k u t ə ʒ 'a t 
boicotejats	b u j k u t ə ʒ 'a t s	 b 'ɔ j k u t ə ʒ 'a t s 
boig	b 'ɔ t ʃ	 b 'o ʃ 
boirina	b u j ɾ 'i n ə	 b u i ɾ 'i n ə 
boirum	b u j ɾ 'u m	 b 'ɔ j ɾ 'u m 
bol	b 'ɔ l	 b 'o l 
bolca	b 'o l k ə	 b 'ɔ l k ə 
bolquen	b 'o l k ə n	 b 'ɔ l k ə n 
bolquer	b u l k 'e	 b 'ɔ l k 'ɛ 
bolquet	b u l k 'ɛ t	 b 'ɔ l k 'ɛ t 
bomba	b 'o m b ə	 b 'ɔ m b ə 
bomber	b u m b 'e	 b u m b 'ɛ r 
bombes	b 'o m b ə s	 b 'ɔ m b ə s 
bombo	b 'o m b u	 b 'ɔ m b u 
bombolla	b u m b 'o ʎ ə	 b u m b 'ɔ ʎ ə 
bon	b 'ɔ n	 b 'o n 
bons	b 'ɔ n s	 b 'o n s 
boques	b 'o k ə s	 b 'ɔ k ə s 
borgenc	b u r ʒ 'ɛ ŋ	 b u r ʒ 'ɛ n s 
borinot	b u ɾ i n 'ɔ t	 b u ɾ i n 'o t 
borratxera	b u r ə t ʃ 'e ɾ ə	 b u r 'a t ʃ 'ɛ ɾ ə 
borrosa	b u r 'o z ə	 b u r 'ɔ z ə 
borrut	b u r 'u t	 b 'o r 'u t 
borsa	b 'o r s ə	 b 'ɔ r s ə 
borses	b 'o r s ə s	 b 'ɔ r s ə s 
borur	b u ɾ 'u r	 b u ɾ 'u 
bosc	b 'ɔ s k	 b 'o s k 
bossa	b 'o s ə	 b 'ɔ s ə 
bosses	b 'o s ə s	 b 'ɔ s ə s 
bota	b 'o t ə	 b 'ɔ t ə 
botella	b u t 'e ʎ ə	 b u t 'ɛ ʎ ə 
botes	b 'o t ə s	 b 'ɔ t ə s 
boti	b 'o t i	 b 'ɔ t i 
botifler	b u t i f l 'e	 b u t i f l 'ɛ 
botiguer	b u t i ɣ 'e	 b u t i ɣ 'ɛ 
bou	b 'ɔ w	 b 'o w 
bous	b 'ɔ w s	 b 'o 'u s 
bràctea	b ɾ 'a k t e ə	 b ɾ 'a k t ə ə 
bragueta	b ɾ ə ɣ 'ɛ t ə	 b ɾ ə ɣ u 'ɛ t ə 
brànquia	b ɾ 'a ŋ k i ə	 b ɾ 'a ŋ k 'i ə 
brànquies	b ɾ 'a ŋ k i ə s	 b ɾ 'a ŋ k 'i ə s 
brasiler	b ɾ ə z i l 'e	 b ɾ ə z i l 'ɛ 
bressol	b ɾ ə s 'ɔ l	 b ɾ ə s 'o l 
bretxa	b ɾ 'e t ʃ ə	 b ɾ 'ɛ t ʃ ə 
breu	b ɾ 'e w	 b ɾ 'ɛ w 
breus	b ɾ 'e w s	 b ɾ 'ɛ w s 
brillantment	b ɾ i ʎ ə m m 'e n	 b ɾ i ʎ 'a n i m 'ɛ n 
broc	b ɾ 'ɔ k	 b ɾ 'o k 
broda	b ɾ 'o ð ə	 b ɾ 'ɔ ð ə 
brolla	b ɾ 'o ʎ ə	 b ɾ 'ɔ ʎ ə 
brollen	b ɾ 'o ʎ ə n	 b ɾ 'ɔ ʎ ə n 
broma	b ɾ 'o m ə	 b ɾ 'ɔ m ə 
bromera	b ɾ u m 'e ɾ ə	 b ɾ u m 'ɛ ɾ ə 
bromes	b ɾ 'o m ə s	 b ɾ 'ɔ m ə s 
bromur	b ɾ u m 'u r	 b ɾ u m 'u 
bronze	b ɾ 'o n z ə	 b ɾ 'ɔ n z ə 
brota	b ɾ 'o t ə	 b ɾ 'ɔ t ə 
brou	b ɾ 'ɔ w	 b ɾ 'o 
bruguera	b ɾ u ɣ 'e ɾ ə	 b ɾ u ɣ u 'ɛ ɾ ə 
bruixot	b ɾ u ʃ 'ɔ t	 b ɾ u ʃ 'o t 
Brunei	b ɾ u n 'ɛ j	 b ɾ u n 'ɛ i 
brunenc	b ɾ u n 'ɛ ŋ	 b ɾ u n 'ɛ n s 
búbal	b 'u β ə l	 b 'u β 'a l 
budells	b u ð 'e ʎ s	 b u ð 'ɛ ʎ s 
búfal	b 'u f ə l	 b 'u f 'a l 
búfals	b 'u f ə l s	 b 'u f 'a l s 
bufera	b u f 'e ɾ ə	 b u f 'ɛ ɾ ə 
búgula	b 'u ɣ u l ə	 b 'u ɣ 'u l ə 
buidada	b u j ð 'a ð ə	 b u i ð 'a ð ə 
buidades	b u j ð 'a ð ə s	 b u i ð 'a ð ə s 
buidar	b u j ð 'a	 b u i ð 'a 
buidat	b u j ð 'a t	 b u i ð 'a t 
buidatge	b u j ð 'a d ʒ ə	 b u i ð 'a d ʒ ə 
buidats	b u j ð 'a t s	 b u i ð 'a t s 
buidor	b u j ð 'o	 b u i ð 'o 
búlgar	b 'u l ɣ ə r	 b 'u l ɣ 'a 
búlgara	b 'u l ɣ ə ɾ ə	 b 'u l ɣ 'a ɾ ə 
búnquer	b 'u ŋ k ə r	 b 'u ŋ k 'e 
bunyol	b u ɲ 'ɔ l	 b u ɲ 'o 
burg	b 'u r k	 b 'u r 
busseig	b u s 'ɛ t ʃ	 b u s 'ɛ ʃ 
buté	b u t 'e	 b 'u t 'e 
cabdell	k ə b d 'e ʎ	 k ə b d 'ɛ ʎ 
cabellera	k ə β ə ʎ 'e ɾ ə	 k ə β ə ʎ 'ɛ ɾ ə 
cabilenc	k ə β i l 'ɛ ŋ	 k ə β i l 'ɛ n s 
Cabrera	k ə β ɾ 'e ɾ ə	 k ə β ɾ 'ɛ ɾ ə 
cacera	k ə s 'e ɾ ə	 k ə s 'ɛ ɾ ə 
cadascú	k ə ð ə s k 'u	 k 'a ð ə s k 'u 
cadascun	k ə ð ə s k 'u n	 k 'a ð ə s k 'u n 
cadell	k ə ð 'e ʎ	 k ə ð 'ɛ ʎ 
caganer	k ə ɣ ə n 'e	 k ə ɣ ə n 'ɛ 
caient	k ə j 'e n	 k ə j 'ɛ n 
caiguda	k ə j ɣ 'u ð ə	 k 'a j ɣ 'u ð ə 
caigudes	k ə j ɣ 'u ð ə s	 k 'a j ɣ 'u ð ə s 
caigut	k ə j ɣ 'u t	 k 'a j ɣ 'u t 
caiguts	k ə j ɣ 'u t s	 k 'a j ɣ 'u t s 
caireta	k ə j ɾ 'ɛ t ə	 k ə i ɾ 'ɛ t ə 
caixer	k ə ʃ 'e	 k ə ʃ 'ɛ 
calabruixar	k ə l ə β ɾ u ʃ 'a	 k ə l ə β ɾ u i ʃ 'a 
Calabuig	k ə l ə β 'u t ʃ	 k ə l ə β 'u ʃ 
calàndria	k ə l 'a n d ɾ i ə	 k ə l 'a n d ɾ 'i ə 
calavera	k ə l ə β 'e ɾ ə	 k ə l ə β 'ɛ ɾ ə 
calb	k 'a l p	 k 'a l 
calbs	k 'a l p s	 k 'a l s 
caldera	k ə l d 'e ɾ ə	 k ə l d 'ɛ ɾ ə 
calent	k ə l 'e n	 k ə l 'ɛ n 
camarlenc	k ə m ə r l 'ɛ ŋ	 k ə m ə r l 'ɛ ŋ k 
cambrer	k ə m b ɾ 'e	 k ə m b ɾ 'ɛ 
cambrera	k ə m b ɾ 'e ɾ ə	 k ə m b ɾ 'ɛ ɾ ə 
camell	k ə m 'e ʎ	 k ə m 'ɛ ʎ 
camioner	k ə m i u n 'e	 k ə m i u n 'ɛ 
camp	k 'a m	 k 'a m p 
campament	k ə m p ə m 'e n	 k 'a m p ə m 'ɛ n 
camperol	k ə m p ə ɾ 'ɔ l	 k ə m p ə ɾ 'o l 
camps	k 'a m s	 k 'a m p s 
canadenc	k ə n ə ð 'ɛ ŋ	 k ə n ə ð 'ɛ n s 
canadencs	k ə n ə ð 'ɛ ŋ s	 k ə n ə ð 'ɛ ŋ k s 
canceller	k ə n s ə ʎ 'e	 k ə n s ə ʎ 'ɛ 
canceroses	k ə n s ə ɾ 'o z ə s	 k ə n s ə ɾ 'ɔ z ə s 
cançoner	k ə n s u n 'e	 k ə n s u n 'ɛ 
càndid	k 'a n d i t	 k 'a n d i ð 
canell	k ə n 'e ʎ	 k ə n 'ɛ ʎ 
canells	k ə n 'e ʎ s	 k ə n 'ɛ ʎ s 
canoa	k ə n 'o ə	 k ə n 'ɔ ə 
cansament	k ə n s ə m 'e n	 k 'a n s ə m 'ɛ n 
canyella	k ə ɲ 'e ʎ ə	 k ə ɲ 'ɛ ʎ ə 
caos	k 'a o s	 k 'a 'ɔ s 
capbussó	k ə b b u s 'o	 k ə p b u s 'o 
capçalera	k ə p s ə l 'e ɾ ə	 k ə p s ə l 'ɛ ɾ ə 
capdavall	k ə b d ə β 'a ʎ	 k ə p d ə β 'a ʎ 
capdavanter	k ə b d ə β ə n t 'e	 k ə p d ə β ə n t 'ɛ 
capgirada	k ə b ʒ i ɾ 'a ð ə	 k ə p ʒ i ɾ 'a ð ə 
capgirades	k ə b ʒ i ɾ 'a ð ə s	 k ə p ʒ i ɾ 'a ð ə s 
capgirar	k ə b ʒ i ɾ 'a	 k ə p ʒ i ɾ 'a 
capgirat	k ə b ʒ i ɾ 'a t	 k ə p ʒ i ɾ 'a t 
capgirats	k ə b ʒ i ɾ 'a t s	 k ə p ʒ i ɾ 'a t s 
capteniment	k ə p t ə n i m 'e n	 k ə p t 'ɛ n i m 'ɛ n 
capvespre	k ə b b 'e s p ɾ ə	 k ə p b 'ɛ s p ɾ ə 
capvuitada	k ə b b u j t 'a ð ə	 k ə p b u i t 'a ð ə 
car	k 'a r	 k 'a 
carablanc	k ə ɾ ə b b l 'a ŋ	 k ə ɾ ə β l 'a ŋ 
caràcter	k ə ɾ 'a k t ə r	 k ə ɾ 'a k t ə 
carantoines	k ə ɾ ə n t 'ɔ j n ə s	 k ə ɾ ə n 'ɔ j n ə s 
càrcer	k 'a r s ə	 k 'a r s ə r 
carei	k ə ɾ 'ɛ j	 k ə ɾ 'ɛ i 
carnisser	k ə r n i s 'e	 k ə r n i s 'ɛ 
carranquejar	k ə r ə ŋ k ə ʒ 'a	 k ə r 'a ŋ k ə ʒ 'a 
carrer	k ə r 'e	 k ə r 'ɛ 
carrera	k ə r 'e ɾ ə	 k ə r 'ɛ ɾ ə 
carretera	k ə r ə t 'e ɾ ə	 k ə r ə t 'ɛ ɾ ə 
cartell	k ə r t 'e ʎ	 k ə r t 'ɛ ʎ 
carter	k ə r t 'e	 k ə r t 'ɛ 
cartera	k ə r t 'e ɾ ə	 k ə r t 'ɛ ɾ ə 
cartilaginoses	k ə r t i l ə ʒ i n 'o z ə s	 k ə r t i l ə ʒ i n 'ɔ z ə s 
cartílags	k ə r t 'i l ə k s	 k ə r t 'i l 'a k s 
casament	k ə z ə m 'e n	 k 'a z ə m 'ɛ n 
casella	k ə z 'e ʎ ə	 k ə z 'ɛ ʎ ə 
castanyer	k ə s t ə ɲ 'e	 k ə s t ə ɲ 'ɛ 
castanyereda	k ə s t ə ɲ ə ɾ 'ɛ ð ə	 k ə s t 'a ɲ ə ɾ 'ɛ ð ə 
castell	k ə s t 'e ʎ	 k ə s t 'ɛ ʎ 
casteller	k ə s t ə ʎ 'e	 k ə s t ə ʎ 'ɛ 
càtar	k 'a t ə r	 k 'a t 'a 
catastròfic	k ə t ə s t ɾ 'ɔ f i k	 k 'a t ə s t ɾ 'ɔ f i k 
catastròfica	k ə t ə s t ɾ 'ɔ f i k ə	 k 'a t ə s t ɾ 'ɔ f i k ə 
catastròfics	k ə t ə s t ɾ 'ɔ f i k s	 k 'a t ə s t ɾ 'ɔ f i k s 
catastròfiques	k ə t ə s t ɾ 'ɔ f i k ə s	 k 'a t ə s t ɾ 'ɔ f i k ə s 
catastrofisme	k ə t ə s t ɾ u f 'i z m ə	 k 'a t ə s t ɾ u f 'i z m ə 
catorze	k ə t 'o r z ə	 k ə t 'ɔ r z ə 
cautxú	k ə w t ʃ 'u	 k 'a w t ʃ 'u 
cavaller	k ə β ə ʎ 'e	 k ə β ə ʎ 'ɛ 
caviar	k ə β i 'a r	 k ə β i 'a 
ce	s 'e	 s 'ɛ 
cec	s 'e k	 s 'ɛ k 
cecs	s 'e k s	 s 'ɛ k s 
cega	s 'e ɣ ə	 s 'ɛ ɣ ə 
cegues	s 'e ɣ ə s	 s 'ɛ ɣ ə s 
ceguesa	s ə ɣ 'ɛ z ə	 s ə ɣ u 'ɛ z ə 
Ceilan	s ə j l 'a n	 s ə i l 'a n 
cendrer	s ə n d ɾ 'e	 s ə n d ɾ 'ɛ 
centra	s 'e n t ɾ ə	 s 'ɛ n t ɾ ə 
centre	s 'e n t ɾ ə	 s 'ɛ n t ɾ ə 
centren	s 'e n t ɾ ə n	 s 'ɛ n t ɾ ə n 
centres	s 'e n t ɾ ə s	 s 'ɛ n t ɾ ə s 
centri	s 'e n t ɾ i	 s 'ɛ n t ɾ i 
cèntrics	s 'ɛ n t ɾ i k s	 s 'ɛ n t ɾ 'i k s 
centrin	s 'e n t ɾ i n	 s 'ɛ n t ɾ i n 
centro	s 'e n t ɾ u	 s 'ɛ n t ɾ u 
ceptre	s 'e p t ɾ ə	 s 'ɛ p t ɾ ə 
cercle	s 'e r k l ə	 s 'ɛ r k l ə 
cercles	s 'e r k l ə s	 s 'ɛ r k l ə s 
cèrcols	s 'ɛ r k u l s	 s 'ɛ r k 'ɔ l s 
cerquem	s ə r k 'ɛ m	 s 'ɛ r k 'ɛ m 
Cèsar	s 'ɛ z ə r	 s 'ɛ z 'a 
cessa	s 'e s ə	 s 'ɛ s ə 
cessament	s ə s ə m 'e n	 s 'ɛ s ə m 'ɛ n 
cessen	s 'e s ə n	 s 'ɛ s ə n 
cessi	s 'e s i	 s 'ɛ s i 
cessin	s 'e s i n	 s 'ɛ s i n 
cèstrum	s 'ɛ s t ɾ u m	 s 'ɛ s t ɾ 'u m 
cianur	s i ə n 'u r	 s 'i ə n 'u 
ciberespai	s i β ə ɾ ə s p 'a j	 s i β ə ɾ ə s p 'a i 
ciberespais	s i β ə ɾ ə s p 'a j s	 s i β ə ɾ ə s p 'a i s 
ciberpunk	s i β ə r p 'u ŋ k	 s i β ə r p 'u n 
ciberseguretat	s i β ə r s ə ɣ u ɾ ə t 'a t	 s i β 'ɛ r s ə ɣ u ɾ ə t 'a t 
cicatriu	s i k ə t ɾ 'i w	 s i k ə t ɾ 'i u 
ciclomotor	s i k l u m u t 'o r	 s i k l u m u t 'o 
cigar	s i ɣ 'a r	 s i ɣ 'a 
cilíndrica	s i l 'i n d ɾ i k ə	 s i l 'i n d ɾ 'i k ə 
ciment	s i m 'e n	 s 'i m 'ɛ n 
cimera	s i m 'e ɾ ə	 s i m 'ɛ ɾ ə 
cínamom	s 'i n ə m u m	 s 'i n ə m 'o m 
cinc	s 'i ŋ	 s 'i ŋ k 
cincs	s 'i ŋ s	 s 'i ŋ k s 
cintura	s i n t 'u ɾ ə	 s 'i n t 'u ɾ ə 
cintures	s i n t 'u ɾ ə s	 s 'i n t 'u ɾ ə s 
Cir	s 'i r	 s 'i 
circuit	s i r k 'u j t	 s 'i r k 'u j t 
circuits	s i r k 'u j t s	 s 'i r k 'u j t s 
cirera	s i ɾ 'e ɾ ə	 s i ɾ 'ɛ ɾ ə 
cistell	s i s t 'e ʎ	 s i s t 'ɛ ʎ 
cistellenc	s i s t ə ʎ 'ɛ ŋ	 s i s t ə ʎ 'ɛ n s 
cistercenc	s i s t ə r s 'ɛ ŋ	 s i s t ə r s 'ɛ n s 
ciurons	s i w ɾ 'o n s	 s i u ɾ 'o n s 
ciutadà	s i w t ə ð 'a	 s 'i w t 'a ð 'a 
ciutadana	s i w t ə ð 'a n ə	 s 'i w t ə ð 'a n ə 
ciutadanes	s i w t ə ð 'a n ə s	 s 'i w t ə ð 'a n ə s 
ciutadania	s i w t ə ð ə n 'i ə	 s 'i w t ə ð ə n 'i ə 
ciutadans	s i w t ə ð 'a n s	 s 'i w t ə ð 'a n s 
ciutadella	s i w t ə ð 'e ʎ ə	 s 'i w t ə ð 'ɛ ʎ ə 
Ciutadella	s i w t ə ð 'e ʎ ə	 s 'i w t ə ð 'ɛ ʎ ə 
ciutat	s i w t 'a t	 s 'i w t 'a t 
ciutats	s i w t 'a t s	 s 'i w t 'a t s 
clatell	k l ə t 'e ʎ	 k l ə t 'ɛ ʎ 
clauer	k l ə w 'e	 k l ə w 'ɛ 
claveguera	k l ə β ə ɣ 'e ɾ ə	 k l ə β ə ɣ u 'ɛ ɾ ə 
clixé	k l i ʃ 'e	 k l ʃ 'e 
cloïssa	k l u 'i s ə	 k l 'o 'i s ə 
clon	k l 'ɔ n	 k l 'o n 
clor	k l 'ɔ r	 k l 'o 
clorur	k l u ɾ 'u r	 k l u ɾ 'u 
clos	k l 'ɔ s	 k l 'o s 
clot	k l 'ɔ t	 k l 'o t 
clou	k l 'ɔ w	 k l 'o 
ço	s 'ɔ	 s 'o 
cobalt	k u β 'a l	 k u β 'a l t 
cobla	k 'o b b l ə	 k 'ɔ b b l ə 
cobles	k 'o b b l ə s	 k 'ɔ b b l ə s 
coc	k 'ɔ k	 k 'o k 
coca	k 'o k ə	 k 'ɔ k ə 
coclear	k u k l e 'a r	 k u k l e 'a 
coco	k 'o k u	 k 'ɔ k u 
coctelera	k u k t ə l 'e ɾ ə	 k u k t ə l 'ɛ ɾ ə 
coet	k u 'ɛ t	 k 'ɔ 'ɛ t 
cofoi	k u f 'ɔ j	 k u f 'o i 
cogombre	k u ɣ 'o m b ɾ ə	 k u ɣ 'ɔ m b ɾ ə 
coherentment	k u ə ɾ ə m m 'e n	 k u ə ɾ 'ɛ n i m 'ɛ n 
coiot	k u j 'ɔ t	 k u j 'o t 
coit	k 'ɔ j t	 k 'o 'i t 
colesteatoma	k u l ə s t e ə t 'ɔ m ə	 k u l ə s t 'e ə t 'ɔ m ə 
colesteatomes	k u l ə s t e ə t 'ɔ m ə s	 k u l ə s t 'e ə t 'ɔ m ə s 
coll	k 'ɔ ʎ	 k 'o ʎ 
collut	k u ʎ 'u t	 k 'ɔ ʎ 'u t 
colossos	k u l 'o s u s	 k u l 'ɔ s u s 
colze	k 'o l z ə	 k 'ɔ l z ə 
colzes	k 'o l z ə s	 k 'ɔ l z ə s 
coma	k 'o m ə	 k 'ɔ m ə 
comandament	k u m ə n d ə m 'e n	 k u m 'a n d ə m 'ɛ n 
comandaments	k u m ə n d ə m 'e n s	 k u m ə n d ə m 'ɛ n s 
comboi	k u m b 'ɔ j	 k u m b 'o i 
començament	k u m ə n s ə m 'e n	 k u m 'ɛ n s ə m 'ɛ n 
compartiment	k u m p ə r t i m 'e n	 k u m p 'a r t i m 'ɛ n 
compartiments	k u m p ə r t i m 'e n s	 k u m p ə r t i m 'ɛ n s 
competent	k u m p ə t 'e n	 k u m p ə t 'ɛ n 
complement	k u m p l ə m 'e n	 k 'ɔ m p l ə m 'ɛ n 
complerts	k u m p l 'ɛ r s	 k u m p l 'ɛ r t s 
còmplices	k 'ɔ m p l i s ə s	 k 'ɔ m p l 'i s ə s 
compliment	k u m p l i m 'e n	 k 'ɔ m p l i m 'ɛ n 
complot	k u m p l 'ɔ t	 k u m p l 'o t 
compon	k u m p 'ɔ n	 k u m p 'o n 
comportament	k u m p u r t ə m 'e n	 k u m p 'ɔ r t ə m 'ɛ n 
comportaments	k u m p u r t ə m 'e n s	 k u m p u r t ə m 'ɛ n s 
compost	k u m p 'ɔ s t	 k u m p 'o s t 
compra	k 'o m p ɾ ə	 k 'ɔ m p ɾ ə 
compren	k 'o m p ɾ ə n	 k 'ɔ m p ɾ ə n 
compres	k 'o m p ɾ ə s	 k 'ɔ m p ɾ ə s 
compro	k 'o m p ɾ u	 k 'ɔ m p ɾ u 
compta	k 'o m t ə	 k 'ɔ m t ə 
comptar	k u m t 'a	 k u m p t 'a 
comptat	k u m t 'a t	 k u m p t 'a t 
comptatge	k u m t 'a d ʒ ə	 k u m p t 'a d ʒ ə 
comptatges	k u m t 'a d ʒ ə s	 k u m p t 'a d ʒ ə s 
comptats	k u m t 'a t s	 k u m p t 'a t s 
compte	k 'o m t ə	 k 'ɔ m p t ə 
compten	k 'o m t ə n	 k 'ɔ m p t ə n 
comptes	k 'o m t ə s	 k 'ɔ m p t ə s 
compti	k 'o m t i	 k 'ɔ m p t i 
comptin	k 'o m t i n	 k 'ɔ m p t i n 
compto	k 'o m t u	 k 'ɔ m p t u 
comte	k 'o m t ə	 k 'ɔ m t ə 
comtes	k 'o m t ə s	 k 'ɔ m t ə s 
conca	k 'o ŋ k ə	 k 'ɔ ŋ k ə 
concepte	k u n s 'e p t ə	 k u n s 'ɛ p t ə 
conclosa	k u ŋ k l 'o z ə	 k u ŋ k l 'ɔ z ə 
concórrer	k u ŋ k 'o r ə	 k u ŋ k 'o r 'e 
concret	k u ŋ k ɾ 'e t	 k u ŋ k ɾ 'ɛ t 
concurs	k u ŋ k 'u r s	 k 'o ŋ k 'u r s 
concursos	k u ŋ k 'u r s u s	 k 'o ŋ k 'u r s u s 
condescendent	k u n d ə s ə n d 'e n	 k u n d ə s ə n d 'ɛ n 
condicionament	k u n d i s i u n ə m 'e n	 k u n d i s i 'ɔ n ə m 'ɛ n 
còndor	k 'ɔ n d u r	 k 'ɔ n d 'o 
coneixement	k u n ə ʃ ə m 'e n	 k u n 'ɛ ʃ ə m 'ɛ n 
coneixent	k u n ə ʃ 'e n	 k u n ə ʃ 'ɛ n 
conéixer	k u n 'e ʃ ə	 k u n 'e ʃ 'e 
conjuntura	k u n ʒ u n t 'u ɾ ə	 k u n ʒ 'u n t 'u ɾ ə 
conques	k 'o ŋ k ə s	 k 'ɔ ŋ k ə s 
conquesta	k u ŋ k 'e s t ə	 k u ŋ k 'ɛ s t ə 
conscient	k u n s i 'e n	 k u n s i 'ɛ n 
conscientment	k u n s i ə m m 'e n	 k u n s i 'ɛ n i m 'ɛ n 
conseller	k u n s ə ʎ 'e	 k u n s ə ʎ 'ɛ 
consellera	k u n s ə ʎ 'e ɾ ə	 k u n s ə ʎ 'ɛ ɾ ə 
consentiment	k u n s ə n t i m 'e n	 k u n s 'ɛ n t i m 'ɛ n 
conseqüentment	k u n s ə k w ə m m 'e n	 k u n s ə k w 'ɛ n i m 'ɛ n 
considera	k u n s i ð 'e ɾ ə	 k u n s i ð 'ɛ ɾ ə 
consideres	k u n s i ð 'e ɾ ə s	 k u n s i ð 'ɛ ɾ ə s 
consol	k u n s 'ɔ l	 k u n s 'o l 
consta	k 'o n s t ə	 k 'ɔ n s t ə 
constantment	k u n s t ə m m 'e n	 k u n s t 'a n i m 'ɛ n 
consten	k 'o n s t ə n	 k 'ɔ n s t ə n 
constituent	k u n s t i t u 'e n	 k u n s t i t u 'ɛ n 
constituents	k u n s t i t u 'e n s	 k u n s t i t u 'ɛ n s 
consuetud	k u n s u ə t 'u t	 k u n s ə t 'u t 
