A	'ə	 ə 
borsa	b 'o ɾ s ə	 b 'ɔ ɾ s ə 
borsari	b o ɾ s 'a ɾ i	 b 'o s 'a ɾ i 
borsària	b o ɾ s 'a ɾ i ə	 b 'o s 'a ɾ i ə 
borses	b 'o ɾ s ə s	 b 'ɔ ɾ s ə s 
borsista	b o ɾ s 'i s t ə	 b 'o s 'i s t ə 
bossa	b 'o s ə	 b 'ɔ s ə 
bosses	b 'o s ə s	 b 'ɔ s ə s 
bossut	b o s 'u t	 b 'o s 'u t 
botella	b o t 'e ʎ ə	 b o t 'ə ʎ ə 
botifler	b o t i f l 'e	 b o t i f l 'ə 
botiguer	b o t i ɣ 'e	 b o t i ɣ 'ə 
boxa	b 'o t s ə	 b 'ɔ t s ə 
boxes	b 'o t s ə s	 b 'ɔ t s ə s 
brànquia	b ɾ 'a ŋ k i ə	 b ɾ 'a ŋ k 'i ə 
brànquies	b ɾ 'a ŋ k i ə s	 b ɾ 'a ŋ k 'i ə s 
brasiler	b ɾ ə z i l 'e	 b ɾ ə z i l 'ə 
bressol	b ɾ ə s 'ɔ l	 b ɾ ə s 'o l 
brètol	b ɾ 'ɛ t o l	 b ɾ 'ə t o l 
brètola	b ɾ 'ɛ t o l ə	 b ɾ 'ə t o l ə 
brètoles	b ɾ 'ɛ t o l ə s	 b ɾ 'ə t o l ə s 
brètols	b ɾ 'ɛ t o ls	 b ɾ 'ə t o l s 
bretxa	b ɾ 'e t ʃ ə	 b ɾ 'ɛ t ʃ ə 
broda	b ɾ 'o ð ə	 b ɾ 'ɔ ð ə 
brolla	b ɾ 'o ʎ ə	 b ɾ 'ɔ ʎ ə 
brollen	b ɾ 'o ʎ ə n	 b ɾ 'ɔ ʎ ə n 
broma	b ɾ 'o m ə	 b ɾ 'ɔ m ə 
bromera	b ɾ o m 'e ɾ ə	 b ɾ o m 'ɛ ɾ ə 
bromes	b ɾ 'o m ə s	 b ɾ 'ɔ m ə s 
bronze	b ɾ 'o n z ə	 b ɾ 'ɔ n z ə 
bruguera	b ɾ u ɣ 'e ɾ ə	 b ɾ u ɣ 'ɛ ɾ ə 
brúixola	b ɾ 'u ʃ o l ə	 b ɾ 'u ʃ 'ɔ l ə 
bruixot	b ɾ u ʃ 'ɔ t	 b ɾ u ʃ 'o t 
brullola	b ɾ u ʎ 'ɔ l ə	 b ɾ 'u ʎ 'ɔ l ə 
búbal	b 'u β ə l	 b 'u β 'a l 
búfal	b 'u f ə l	 b 'u f 'a l 
búfals	b 'u f ə l s	 b 'u f 'a l s 
bufera	b u f 'e ɾ ə	 b u f 'ɛ ɾ ə 
búgula	b 'u ɣ u l ə	 b 'u ɣ 'u l ə 
buidada	b u j ð 'a ð ə	 b u i ð 'a ð ə 
buidades	b u j ð 'a ð ə s	 b u i ð 'a ð ə s 
buidar	b u j ð 'a	 b u i ð 'a 
buidatge	b u j ð 'a d ʒ ə	 b u i ð 'a d ʒ ə 
buidor	b u j ð 'o	 b u i ð 'o 
búlgara	b 'u l ɣ ə ɾ ə	 b 'u l ɣ 'a ɾ ə 
burgundi	b u ɾ ɣ 'u n d i	 b 'u ɾ ɣ 'u n d i 
burundès	b u ɾ u n d 'ə s	 b u ɾ 'u n d 'ə s 
burundesa	b u ɾ u n d 'ə z ə	 b u ɾ 'u n d 'ə z ə 
burundeses	b u ɾ u n d 'ə z ə s	 b u ɾ 'u n d 'ə z ə s 
butè	b u t 'ə	 b 'u t 'ə 
butxaca	b u t ʃ 'a k ə	 b 'u t ʃ 'a k ə 
butxaques	b u t ʃ 'a k ə s	 b 'u t ʃ 'a k ə s 
Cabrera	k ə β ɾ 'e ɾ ə	 k ə β ɾ 'ɛ ɾ ə 
cacera	k ə s 'e ɾ ə	 k ə s 'ɛ ɾ ə 
cadascú	k ə ð ə s k 'u	 k 'a ð ə s k 'u 
cadascun	k ə ð ə s k 'u n	 k 'a ð ə s k 'u n 
cadell	k ə ð 'e ʎ	 k ə ð 'ə ʎ 
caganer	k ə ɣ ə n 'e	 k ə ɣ ə n 'ə 
caient	k ə j 'e n t	 k ə j 'ə n t 
caiguda	k ə j ɣ 'u ð ə	 k 'a j ɣ 'u ð ə 
caigudes	k ə j ɣ 'u ð ə s	 k 'a j ɣ 'u ð ə s 
caigut	k ə j ɣ 'u t	 k 'a j ɣ 'u t 
caiguts	k ə j ɣ 'u t s	 k 'a j ɣ 'u t s 
caixer	k ə ʃ 'e	 k ə ʃ 'ə 
calabruixar	k ə l ə β ɾ u ʃ 'a	 k ə l ə β ɾ 'u ʃ 'a 
Calabuig	k ə l ə β 'u t ʃ	 k ə l ə β 'u ʃ 
calamarsejar	k ə l ə m ə ɾ s ə ʒ 'a	 k ə l ə m 'a ɾ s ə ʒ 'a 
calàndria	k ə l 'a n d ɾ i ə	 k ə l 'a n d ɾ 'i ə 
calavera	k ə l ə v 'e ɾ ə	 k ə l ə v 'ɛ ɾ ə 
caldera	k ə l d 'e ɾ ə	 k ə l d 'ɛ ɾ ə 
calent	k ə l 'e n t	 k ə l 'ə n t 
cambrer	k ə m b ɾ 'e	 k ə m b ɾ 'ə 
cambrera	k ə m b ɾ 'e ɾ ə	 k ə m b ɾ 'ɛ ɾ ə 
camell	k ə m 'e ʎ	 k ə m 'ə ʎ 
camioner	k ə m i o n 'e	 k ə m i o n 'ə 
campament	k ə m p ə m 'e n t	 k 'a m p ə m 'ə n t 
camperol	k ə m p ə ɾ 'ɔ l	 k ə m p ə ɾ 'o l 
canceller	k ə n s ə ʎ 'e	 k ə n s ə ʎ 'ə 
canceroses	k ə n s ə ɾ 'o z ə s	 k ə n s ə ɾ 'ɔ z ə s 
cançoner	k ə n s o n 'e	 k ə n s o n 'ə 
candela	k ə n d 'ɛ l ə	 k ə n d 'ə l ə 
canela	k ə n 'ɛ l ə	 k ə n 'ə l ə 
caneles	k ə n 'ɛ l ə s	 k ə n 'ə l ə s 
canell	k ə n 'e ʎ	 k ə n 'ə ʎ 
canells	k ə n 'e ʎ s	 k ə n 'ə ʎ s 
caníbals	k ə n 'i β ə l s	 k ə n 'i β 'a l s 
canoa	k ə n 'o ə	 k ə n 'ɔ ə 
cansament	k ə n s ə m 'e n t	 k 'a n s ə m 'ə n t 
cantants	k ə n t 'a n s	 k ə n t 'a n t s 
cantimplora	k ə n t i m p l 'o ɾ ə	 k ə n t i m p l 'ɔ ɾ ə 
canyella	k ə ɲ 'e ʎ ə	 k ə ɲ 'ə ʎ ə 
capçalera	k ə p s ə l 'e ɾ ə	 k ə p s ə l 'ɛ ɾ ə 
càpsules	k 'a t s u l ə s	 k 'a s u l ə s 
capteniment	k ə t t ə n i m 'e n t	 k ə t t 'ɛ n i m 'ə n t 
caputxeta	k ə p u t ʃ 'ə t ə	 k ə p 'u t ʃ 'ə t ə 
caputxí	k ə p u t ʃ 'i	 k ə p 'u t ʃ 'i 
caputxina	k ə p u t ʃ 'i n ə	 k ə p 'u t ʃ 'i n ə 
caputxino	k ə p u t ʃ 'i n o	 k ə p 'u t ʃ 'i n o 
caputxins	k ə p u t ʃ 'i n s	 k ə p 'u t ʃ 'i n s 
carbassejar	k ə ɾ β ə s ə ʒ 'a	 k ə ɾ β 'a s ə ʒ 'a 
carei	k ə ɾ 'ə j	 k ə ɾ 'ə i 
cargol	k ə ɾ ɣ 'ɔ l	 k ə ɾ ɣ 'o l 
carnisser	k ə ɾ n i s 'e	 k ə ɾ n i s 'ə 
carranquejar	k ə r ə ŋ k ə ʒ 'a	 k ə r 'a ŋ k ə ʒ 'a 
carrer	k ə r 'e	 k ə r 'ə 
carrera	k ə r 'e ɾ ə	 k ə r 'ɛ ɾ ə 
carretera	k ə r ə t 'e ɾ ə	 k ə r ə t 'ɛ ɾ ə 
carter	k ə ɾ t 'e	 k ə ɾ t 'ə 
cartera	k ə ɾ t 'e ɾ ə	 k ə ɾ t 'ɛ ɾ ə 
cartilaginoses	k ə ɾ t i l ə ʒ i n 'o z ə s	 k ə ɾ t i l ə ʒ i n 'ɔ z ə s 
casament	k ə z ə m 'e n t	 k 'a z ə m 'ə n t 
casella	k ə z 'e ʎ ə	 k ə z 'ə ʎ ə 
castanyer	k ə s t ə ɲ 'e	 k ə s t ə ɲ 'ə 
castanyereda	k ə s t ə ɲ ə ɾ 'ə ð ə	 k ə s t 'a ɲ ə ɾ 'ə ð ə 
castell	k ə s t 'e ʎ	 k ə s t 'ə ʎ 
casteller	k ə s t ə ʎ 'e	 k ə s t ə ʎ 'ə 
catastròfic	k ə t ə s t ɾ 'ɔ f i k	 k 'a t ə s t ɾ 'ɔ f i k 
catastròfica	k ə t ə s t ɾ 'ɔ f i k ə	 k 'a t ə s t ɾ 'ɔ f i k ə 
catastròfics	k ə t ə s t ɾ 'ɔ f i t s	 k 'a t ə s t ɾ 'ɔ f i t s 
catastròfiques	k ə t ə s t ɾ 'ɔ f i k ə s	 k 'a t ə s t ɾ 'ɔ f i k ə s 
catastrofisme	k ə t ə s t ɾ o f 'i z m ə	 k 'a t ə s t ɾ o f 'i z m ə 
Caterina	k ə t ə ɾ 'i n ə	  k e t ə ɾ 'i n ə 
catorze	k ə t 'o ɾ z ə	 k ə t 'ɔ ɾ z ə 
cautela	k ə w t 'ɛ l ə	 k ə w t 'ə l ə 
cautxú	k ə w t ʃ 'u	 k 'a w t ʃ 'u 
cavaller	k ə v ə ʎ 'e	 k ə v ə ʎ 'ə 
cavernícola	k ə v ə ɾ n 'i k o l ə	  k e v ə ɾ n 'i k o l ə 
Ceilan	s ə j l 'a n	 s ə i l 'a n 
celtibèric	s ə l t i β 'ɛ ɾ i k	 s 'ɛ l t i β 'ɛ ɾ i k 
cendrer	s ə n d ɾ 'e	 s ə n d ɾ 'ə 
centra	s 'e n t ɾ ə	 s 'ɛ n t ɾ ə 
centre	s 'e n t ɾ ə	 s 'ɛ n t ɾ ə 
centren	s 'e n t ɾ ə n	 s 'ɛ n t ɾ ə n 
centres	s 'e n t ɾ ə s	 s 'ɛ n t ɾ ə s 
cèntrica	s 'è n t ɾ i k ə	 s 'ɛ n t ɾ 'i k ə 
cèntriques	s 'è n t ɾ i k ə s	 s 'ɛ n t ɾ i k ə s 
centro	s 'e n t ɾ o	 s 'ɛ n t ɾ o 
ceptre	s 'e t t ɾ ə	 s 'ə t t ɾ ə 
cèrcols	s 'ɛ ɾ k o l s	 s 'ɛ ɾ k 'ɔ l s 
cerquem	s ə ɾ k 'ə m	 s 'ɛ ɾ k 'ə m 
cessa	s 'e s ə	 s 'ə s ə 
cessament	s ə s ə m 'e n t	 s 'ə s ə m 'ə n t 
cessen	s 'e s ə n	 s 'ə s ə n 
ciberespai	s i β ə ɾ ə s p 'a j	 s i β ə ɾ ə s p 'a i 
cilíndrica	s i l 'i n d ɾ i k ə	 s i l 'i n d ɾ 'i k ə 
ciment	s i m 'e n t	 s 'i m 'ə n t 
cimera	s i m 'e ɾ ə	 s i m 'ɛ ɾ ə 
cinglera	s i ŋ g l 'e ɾ ə	 s i ŋ g l 'ɛ ɾ ə 
cintura	s i n t 'u ɾ ə	 s 'i n t 'u ɾ ə 
cintures	s i n t 'u ɾ ə s	 s 'i n t 'u ɾ ə s 
circuit	s i ɾ k 'u j t	 s 'i ɾ k 'u j t 
circuits	s i ɾ k 'u j t s	 s 'i ɾ k 'u j t s 
circumcisió	s i ɾ k u n s i z i 'o	 s i ɾ k u t s i z i 'o 
cirera	s i ɾ 'e ɾ ə	 s i ɾ 'ɛ ɾ ə 
ciutadà	s i w t ə ð 'a	 s 'i w t 'a ð 'a 
ciutadana	s i w t ə ð 'a n ə	 s 'i w t ə ð 'a n ə 
ciutadanes	s i w t ə ð 'a n ə s	 s 'i w t ə ð 'a n ə s 
ciutadania	s i w t ə ð ə n 'i ə	 s 'i w t ə ð ə n 'i ə 
ciutadans	s i w t ə ð 'a n s	 s 'i w t ə ð 'a n s 
ciutadella	s i w t ə ð 'e ʎ ə	 s 'i w t ə ð 'ə ʎ ə 
Ciutadella	s i w t ə ð 'e ʎ ə	 s 'i w t ə ð 'ə ʎ ə 
clatell	k l ə t 'e ʎ	 k l ə t 'ə ʎ 
clauer	k l ə w 'e	 k l ə w 'ə 
claveguera	k l ə v ə ɣ 'e ɾ ə	 k l ə v ə ɣ 'ɛ ɾ ə 
clavicèmbal	k l ə v i s 'ɛ m b ə l	 k l ə v i s 'ə m b ə l 
cobles	k 'o b b l ə s	 k 'ɔ b b l ə s 
coco	k 'o k o	 k 'ɔ k o 
coctelera	k o t t ə l 'e ɾ ə	 k o t t ə l 'ɛ ɾ ə 
cofoi	k o f 'ɔ j	 k o f 'o i 
cogombre	k o ɣ 'o m b ɾ ə	 k o ɣ 'ɔ m b ɾ ə 
coiot	k o j 'ɔ t	 k o j 'o t 
colesteatoma	k o l ə s t e ə t 'ɔ m ə	 k o l ə s t ə ə t 'ɔ m ə 
colesteatomes	k o l ə s t e ə t 'ɔ m ə s	 k o l ə s t ə ə t 'ɔ m ə s 
colibrí	k o l i β ɾ 'i	 k o l 'i β ɾ 'i 
colonialisme	k o l o n i ə l 'i z m ə	 k o l o n 'i ə l 'i z m ə 
colonialista	k o l o n i ə l 'i s t ə	 k o l o n 'i ə l 'i s t ə 
colossos	k o l 'o s o s	 k o l 'ɔ s o s 
colze	k 'o l z ə	 k 'ɔ l z ə 
com	k 'ɔ m	 k 'o m 
coma	k 'o m ə	 k 'ɔ m ə 
comandament	k o m ə n d ə m 'e n t	 k o m 'a n d ə m 'ə n t 
comandaments	k o m ə n d ə m 'e n s	 k o m ə n d ə m 'ə n t s 
comandants	k o m ə n d 'a n s	 k o m ə n d 'a n t s 
comboi	k o m b 'ɔ j	 k o m b 'o i 
començament	k o m ə n s ə m 'e n t	 k o m 'ɛ n s ə m 'ə n t 
compartiment	k o m p ə ɾ t i m 'e n t	 k o m p 'a ɾ t i m 'ə n t 
competent	k o m p ə t 'e n t	 k o m p ə t 'ə n t 
complement	k o m p l ə m 'e n t	 k 'ɔ m p l ə m 'ə n t 
complerts	k o m p l 'ɛ ɾ s	 k o m p l 'ɛ ɾ t s 
còmplices	k 'ɔ m p l i s ə s	 k 'ɔ m p l 'i s ə s 
compliment	k o m p l i m 'e n t	 k 'ɔ m p l i m 'ə n t 
complot	k o m p l 'ɔ t	 k o m p l 'o t 
comportament	k o m p o ɾ t ə m 'e n t	 k o m p 'ɔ ɾ t ə m 'ə n t 
compra	k 'o m p ɾ ə	 k 'ɔ m p ɾ ə 
compren	k 'o m p ɾ ə n	 k 'ɔ m p ɾ ə n 
compres	k 'o m p ɾ ə s	 k 'ɔ m p ɾ ə s 
compro	k 'o m p ɾ o	 k 'ɔ m p ɾ o 
compta	k 'o m t ə	 k 'ɔ m 'ə t ə 
comptables	k o m t 'a b b l ə s	 k o m ə t 'a b b l ə s 
comptada	k o m t 'a ð ə	 k o m ə t 'a ð ə 
comptades	k o m t 'a ð ə s	 k o m ə t 'a ð ə s 
compte	k 'o m t ə	 k 'ɔ m t ə 
compten	k 'o m t ə n	 k 'ɔ m i t ə n 
comptes	k 'o m t ə s	 k 'ɔ m t ə s 
comtat	k o n t 'a t	 k o m t 'a t 
comtats	k o n t 'a t s	 k o m t 'a t s 
comte	k 'o n t ə	 k 'ɔ n t ə 
comtes	k 'o n t ə s	 k 'ɔ n t ə s 
conca	k 'o ŋ k ə	 k 'ɔ ŋ k ə 
concepte	k o n s 'ɛ t t ə	 k o n s 'ə t t ə 
conclosa	k o ŋ k l 'o z ə	 k o ŋ k l 'ɔ z ə 
concursant	k o ŋ k u ɾ s 'a n t	 k o ŋ k 'u ɾ s 'a n t 
concursos	k o ŋ k 'u ɾ s o s	 k 'o ŋ k 'u ɾ s o s 
condescendent	k o n d ə t s ə n d 'e n t	 k o n d ə t s ə n d 'ə n t 
condicionament	k o n d i s i o n ə m 'e n t	 k o n d i s i 'ɔ n ə m 'ə n t 
coneixement	k o n ə ʃ ə m 'e n t	 k o n 'ə ʃ ə m 'ɛ n t 
coneixent	k o n ə ʃ 'e n t	 k o n ə ʃ 'ə n t 
cònjuge	k 'ɔ n ʒ u ʒ ə	 k 'ɔ n ʒ 'u ʒ ə 
conjuntiva	k o n ʒ u n t 'i v ə	 k o n ʒ 'u n t 'i v ə 
conjuntives	k o n ʒ u n t 'i v ə s	 k o n ʒ 'u n t 'i v ə s 
conjuntura	k o n ʒ u n t 'u ɾ ə	 k o n ʒ 'u n t 'u ɾ ə 
conopeu	k o n o p 'ɛ w	 k o n o p 'ə w 
conques	k 'o ŋ k ə s	 k 'ɔ ŋ k ə s 
conquesta	k o ŋ k 'e s t ə	 k o ŋ k 'ə s t ə 
conscient	k o n t s i 'e n t	 k o n t s i 'ə n t 
conseller	k o n s ə ʎ 'e	 k o n s ə ʎ 'ə 
consellera	k o n s ə ʎ 'e ɾ ə	 k o n s ə ʎ 'ɛ ɾ ə 
consentiment	k o n s ə n t i m 'e n t	 k o n s 'ɛ n t i m 'ə n t 
conservadora	k o n s ə ɾ v ə ð 'o ɾ ə	 k o n s ə ɾ v ə ð 'ɔ ɾ ə 
conservadores	k o n s ə ɾ v ə ð 'o ɾ ə s	 k o n s ə ɾ v ə ð 'ɔ ɾ ə s 
considera	k o n s i ð 'e ɾ ə	 k o n s i ð 'ɛ ɾ ə 
consideres	k o n s i ð 'e ɾ ə s	 k o n s i ð 'ɛ ɾ ə s 
consol	k o n s 'ɔ l	 k o n s 'o l 
consonants	k o n s o n 'a n s	 k o n s o n 'a n t s 
consta	k 'o n s t ə	 k 'ɔ n s t ə 
constants	k o n s t 'a n s	 k o n s t 'a n t s 
conte	k 'o n t ə	 k 'ɔ n t ə 
conten	k 'o n t ə n	 k 'ɔ n t ə n 
content	k o n t 'e n t	 k o n t 'ə n t 
contes	k 'o n t ə s	 k 'ɔ n t ə s 
contigu	k o n t 'i ɣ u	 k o n t 'i ɣ 
continent	k o n t i n 'e n t	 k o n t i n 'ə n t 
continents	k o n t i n 'e n s	 k o n t i n 'ə n s 
contingents	k o n t i n ʒ 'e n s	 k o n t i n ʒ 'ɛ n s 
continguda	k o n t i ŋ g 'u ð ə	 k o n t 'i ŋ g 'u ð ə 
contingudes	k o n t i ŋ g 'u ð ə s	 k o n t 'i ŋ g 'u ð ə s 
contingut	k o n t i ŋ g 'u t	 k o n t 'i ŋ g 'u t 
continguts	k o n t i ŋ g 'u t s	 k o n t 'i ŋ g 'u t s 
contra	k 'o n t ɾ ə	 k 'ɔ n t ɾ ə 
contraatacada	k o n t ɾ ə ə t ə k 'a ð ə	 k o n t ɾ 'a ə t ə k 'a ð ə 
contraatacades	k o n t ɾ ə ə t ə k 'a ð ə s	 k o n t ɾ 'a ə t ə k 'a ð ə s 
contraatacat	k o n t ɾ ə ə t ə k 'a t	 k o n t ɾ 'a ə t ə k 'a t 
contraatacats	k o n t ɾ ə ə t ə k 'a t s	 k o n t ɾ 'a ə t ə k 'a t s 
contrarestades	k o n t ɾ ə ɾ ə s t 'a ð ə s	 k o n t ɾ 'a ɾ ə s t 'a ð ə s 
contrarestats	k o n t ɾ ə ɾ ə s t 'a t s	 k o n t ɾ 'a ɾ ə s t 'a t s 
contravinguda	k o n t ɾ ə v i ŋ g 'u ð ə	 k o n t ɾ ə v 'i ŋ g 'u ð ə 
contravingudes	k o n t ɾ ə v i ŋ g 'u ð ə s	 k o n t ɾ ə v 'i ŋ g 'u ð ə s 
contravingut	k o n t ɾ ə v i ŋ g 'u t	 k o n t ɾ ə v 'i ŋ g 'u t 
contravinguts	k o n t ɾ ə v i ŋ g 'u t s	 k o n t ɾ ə v 'i ŋ g 'u t s 
contribuents	k o n t ɾ i β u 'e n s	 k o n t ɾ i β u 'ɛ n s 
control	k o n t ɾ 'ɔ l	 k o n t ɾ 'o l 
contundent	k o n t u n d 'e n t	 k o n t u n d 'ə n t 
conya	k 'o ɲ ə	 k 'ɔ ɲ ə 
coordinadora	k o o ɾ ð i n ə ð 'o ɾ ə	 k o o ɾ ð i n ə ð 'ɔ ɾ ə 
coordinadores	k o o ɾ ð i n ə ð 'o ɾ ə s	 k o o ɾ ð i n ə ð 'ɔ ɾ ə s 
cop	k 'ɔ p	 k 'o p 
copa	k 'o p ə	 k 'ɔ p ə 
copes	k 'o p ə s	 k 'ɔ p ə s 
copiarà	k o p i ə ɾ 'a	 k o p i 'a ɾ 'a 
copiaria	k o p i ə ɾ 'i ə	 k o p 'i ə ɾ 'i ə 
copisteria	k o p i s t ə ɾ 'i ə	 k o p 'i s t ə ɾ 'i ə 
copsa	k 'o t s ə	 k 'ɔ t s ə 
copsada	k o p s 'a ð ə	 k o t s 'a ð ə 
copsades	k o p s 'a ð ə s	 k o t s 'a ð ə s 
coratjosa	k o ɾ ə d ʒ 'o z ə	 k o ɾ ə d ʒ 'ɔ z ə 
corbatí	k o ɾ β ə t 'i	 k o ɾ β 'a t 'i 
coreans	k o ɾ e 'a n s	 k o ɾ 'ə 'a n s 
córner	k 'o ɾ n ə	 k 'o ɾ n 'e  
cornubianita	k o ɾ n u β i ə n 'i t ə	 k o ɾ n u β 'i ə n 'i t ə 
corona	k o ɾ 'o n ə	 k o ɾ 'ɔ n ə 
corpulent	k o ɾ p u l 'e n t	 k o ɾ p u l 'ə n t 
corre	k 'o r ə	 k 'ɔ r ə 
corredora	k o r ə ð 'o ɾ ə	 k o r ə ð 'ɔ ɾ ə 
corredores	k o r ə ð 'o ɾ ə s	 k o r ə ð 'ɔ ɾ ə s 
corren	k 'o r ə n	 k 'ɔ r ə n 
corrent	k o r 'e n t	 k o r 'ə n t 
corrents	k o r 'e n s	 k o r 'ə n s 
corres	k 'o r ə s	 k 'ɔ r ə s 
corresponents	k o r ə s p o n 'e n s	 k o r ə s p o n 'ɛ n s 
corriol	k o r i 'ɔ l	 k o r i 'o l 
corro	k 'o r o	 k 'ɔ r o 
corrompre	k o r 'o m p ɾ ə	 k o r 'ɔ m p ɾ ə 
corrompuda	k o r o m p 'u ð ə	 k o r 'o m p 'u ð ə 
corrompudes	k o r o m p 'u ð ə s	 k o r 'o m p 'u ð ə s 
corromput	k o r o m p 'u t	 k o r 'o m p 'u t 
corromputs	k o r o m p 'u t s	 k o r 'o m p 'u t s 
corroure	k o r 'ɔ w ɾ ə	 k o r 'ɔ 'u ɾ ə 
corruptible	k o r u t t 'i b b l ə	 k o r 'u t t 'i b b l ə 
corruptibles	k o r u t t 'i b b l ə s	 k o r 'u t t 'i b b l ə s 
corsa	k 'o ɾ s ə	 k 'ɔ ɾ s ə 
corses	k 'o ɾ s ə s	 k 'ɔ ɾ s ə s 
cosmos	k 'o z m o s	 k 'ɔ z m o s 
costaner	k o s t ə n 'e	 k o s t ə n 'ə 
costella	k o s t 'e ʎ ə	 k o s t 'ə ʎ ə 
costera	k o s t 'e ɾ ə	 k o s t 'ɛ ɾ ə 
Costera	k o s t 'e ɾ ə	 k o s t 'ɛ ɾ ə 
costosa	k o s t 'o z ə	 k o s t 'ɔ z ə 
costoses	k o s t 'o z ə s	 k o s t 'ɔ z ə s 
costosos	k o s t 'o z o s	 k o s t 'ɔ z o s 
cotxe	k 'o t ʃ o	 k 'ɔ t ʃ ə 
cotxes	k 'o t ʃ ə s	 k 'ɔ t ʃ ə s 
courenc	k o w ɾ 'ə ŋ k	 k o u ɾ 'ə ŋ k 
covard	k o v 'a ɾ t	 k o v 'a ɾ ə 
creador	k ɾ e ə ð 'o	 k ɾ ə ə ð 'o 
creditores	k ɾ ə ð i t 'o ɾ ə s	 k ɾ ə ð i t 'ɔ ɾ ə s 
creen	k ɾ 'e ə n	 k ɾ 'ɛ ə n 
creient	k ɾ ə j 'e n t	 k ɾ ə i 'ə n t 
creixement	k ɾ ə ʃ ə m 'e n t	 k ɾ 'ɛ ʃ ə m 'ɛ n t 
creixen	k ɾ 'e ʃ ə n	 k ɾ 'ɛ ʃ ə n 
créixer	k ɾ 'e ʃ ə	 k ɾ 'e ʃ 'e  
crema	k ɾ 'e m ə	 k ɾ 'ə m ə 
cremen	k ɾ 'e m ə n	 k ɾ 'ə m ə n 
cremes	k ɾ 'e m ə s	 k ɾ 'ə m ə s 
creuer	k ɾ ə w 'e	 k ɾ ə w 'ə 
creure	k ɾ 'ə w ɾ ə	 k ɾ 'ɛ w ɾ ə 
creus	k ɾ 'ɛ w s	 k ɾ 'ə w s 
criatura	k ɾ i ə t 'u ɾ ə	 k ɾ 'i ə t 'u ɾ ə 
criatures	k ɾ i ə t 'u ɾ ə s	 k ɾ 'i ə t 'u ɾ ə s 
cridaner	k ɾ i ð ə n 'e	 k ɾ i ð ə n 'ə 
cristianismes	k ɾ i s t i ə n 'i z m ə s	 k ɾ i s t 'i ə n 'i z m ə s 
Cristina	k ɾ i s t 'i n ə	 k ɾ 'i s t 'i n ə 
cristina	k ɾ i s t 'i n ə	 k ɾ 'i s t 'i n ə 
cuaample	k u ə 'a m p l ə	 k u 'a 'a m p l ə 
cubell	k u β 'e ʎ	 k u β 'ə ʎ 
cuer	k u 'e	 k u 'ɛ 
cuguços	k u ɣ 'u s o s	 k 'u ɣ 'u s o s 
cuidada	k u j ð 'a ð ə	 k u i ð 'a ð ə 
cuidades	k u j ð 'a ð ə s	 k u i ð 'a ð ə s 
cuidar	k u j ð 'a	 k u i ð 'a 
cuidares	k u j ð 'a ɾ ə s	 k u i ð 'a ɾ ə s 
cuidava	k u j ð 'a v ə	 k u i ð 'a v ə 
cuinada	k u j n 'a ð ə	 k u i n 'a ð ə 
cuinades	k u j n 'a ð ə s	 k u i n 'a ð ə s 
cuinar	k u j n 'a	 k u i n 'a 
cuiner	k u j n 'e	 k u i n 'ə 
cuitada	k u j t 'a ð ə	 k u i t 'a ð ə 
cuitades	k u j t 'a ð ə s	 k u i t 'a ð ə s 
cuitar	k u j t 'a	 k u i t 'a 
culblanc	k u l β l 'a ŋ k	 k u l ə l 'a ŋ k 
culer	k u l 'e	 k u l 'ə 
cullera	k u ʎ 'e ɾ ə	 k u ʎ 'ɛ ɾ ə 
Cullera	k u ʎ 'e ɾ ə	 k u ʎ 'ɛ ɾ ə 
cultura	k u l t 'u ɾ ə	 k 'u l t 'u ɾ ə 
cultures	k u l t 'u ɾ ə s	 k 'u l t 'u ɾ ə s 
cursada	k u ɾ s 'a ð ə	 k 'u ə s 'a ð ə 
cursades	k u ɾ s 'a ð ə s	 k 'u ə s 'a ð ə s 
cursat	k u ɾ s 'a t	 k 'u ə s 'a t 
cursats	k u ɾ s 'a t s	 k 'u ə s 'a t s 
cursiu	k u ɾ s 'i w	 k 'u ɾ s 'i w 
cursiva	k u ɾ s 'i v ə	 k 'u ɾ s 'i v ə 
cursives	k u ɾ s 'i v ə s	 k 'u ɾ s 'i v ə s 
curts	k 'u ɾ s	 k 'u ɾ t s 
cuscuta	k u s k 'u t ə	 k 'u s k 'u t ə 
dard	d 'a ɾ t	 d 'a ɾ ə 
darmstadti	d ə ɾ n s t 'a t t i	 d 'a ɾ n s t 'a t t i 
darrer	d ə r 'e	 d ə r 'ə 
darrere	d ə r 'e ɾ ə	 d ə r 'ɛ ɾ ə 
davanter	d ə v ə n t 'e	 d ə v ə n t 'ə 
de	d 'ə	 d ə 
dèbil	d 'ə β i l	 d 'ɛ β i l 
dèbit	d 'ə β i t	 d 'ɛ β i t 
dècada	d 'ə k ə ð ə	 d 'ɛ k ə ð ə 
dècade	d 'ə k ə ð ə	 d 'ɛ k 'a ð ə 
decadent	d ə k ə ð 'e n t	 d ə k ə ð 'ə n t 
dècima	d 'ə s i m ə	 d 'ɛ s i m ə 
decreixent	d ə k ɾ ə ʃ 'e n t	 d ə k ɾ ə ʃ 'ə n t 
decréixer	d ə k ɾ 'e ʃ ə	 d ə k ɾ 'e ʃ 'e  
defalliment	d ə f ə ʎ i m 'e n t	 d ə f 'a ʎ i m 'ə n t 
